"","sample_id","dist_family","dist","size","mean","median","mean_median","sd","skewness","kurtosis","outliers_minor","outliers_extream","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","model","test_set","actual","predicted","score","threshold","type"
"3021","asym_short_tail-beta(2,1)-578","asym_short_tail","beta(2,1)",578,0,0.20118,-0.20118,1,-0.54412,2.2811,0,0,0.6280276816609,0.961937716262976,1,"svmRadialSigma","unseen","class_1","class_1",0.866834924633169,0.338818443172808,"TP"
"3030","normal(0.6)-Normal_548_328.8-578","normal(0.6)","Normal_548_328.8",578,0,-0.09291,0.09291,1,0.23966,3.17138,5,0,0.685121107266436,0.955017301038062,0.993079584775087,"svmRadialSigma","unseen","class_0","class_1",0.834143816077479,0.338818443172808,"FP"
"3035","normal(0.6)-Normal_-605_363-578","normal(0.6)","Normal_-605_363",578,0,0.01909,-0.01909,1,0.07737,2.96093,6,0,0.678200692041522,0.956747404844291,0.996539792387543,"svmRadialSigma","unseen","class_0","class_0",0.109378355957229,0.338818443172808,"TN"
"3040","normal(0.6)-Normal_956_573.6-578","normal(0.6)","Normal_956_573.6",578,0,-0.0234,0.0234,1,0.12114,2.9641,8,0,0.678200692041522,0.955017301038062,1,"svmRadialSigma","unseen","class_0","class_0",0.0792732232042026,0.338818443172808,"TN"
"3045","normal(0.6)-Normal_-597_358.2-578","normal(0.6)","Normal_-597_358.2",578,0,0.00777,-0.00777,1,-0.02297,2.97968,5,0,0.692041522491349,0.94636678200692,0.998269896193772,"svmRadialSigma","unseen","class_0","class_0",0.0808993755392402,0.338818443172808,"TN"
"3050","normal(0.6)-Normal_-277_166.2-578","normal(0.6)","Normal_-277_166.2",578,0,0.00787,-0.00787,1,0.06408,3.07162,2,0,0.698961937716263,0.949826989619377,0.996539792387543,"svmRadialSigma","unseen","class_0","class_0",0.112656543740887,0.338818443172808,"TN"
"3051","close_normal-tukey(0.1)-580","close_normal","tukey(0.1)",580,0,-0.01255,0.01255,1,0.04793,3.05989,7,0,0.68448275862069,0.948275862068966,0.996551724137931,"svmRadialSigma","unseen","class_1","class_0",0.0635595674594335,0.338818443172808,"FN"
"3056","sym_long_tail-t(1)-580","sym_long_tail","t(1)",580,0,-0.05062,0.05062,1,14.78436,248.00101,108,58,0.991379310344828,0.991379310344828,0.994827586206897,"svmRadialSigma","unseen","class_1","class_1",0.954811610962198,0.338818443172808,"TP"
"3061","sym_short_tail-uniform(0,1)-580","sym_short_tail","uniform(0,1)",580,0,0.00748,-0.00748,1,-0.07832,1.83641,0,0,0.570689655172414,1,1,"svmRadialSigma","unseen","class_1","class_1",0.988456686828975,0.338818443172808,"TP"
"3066","asym_long_tail-Weibull(0.5,1)-580","asym_long_tail","Weibull(0.5,1)",580,0,-0.3671,0.3671,1,5.81968,59.39603,75,46,0.91551724137931,0.953448275862069,0.974137931034483,"svmRadialSigma","unseen","class_1","class_1",0.953525589165526,0.338818443172808,"TP"
"3071","asym_short_tail-beta(2,1)-580","asym_short_tail","beta(2,1)",580,0,0.13248,-0.13248,1,-0.60366,2.55848,0,0,0.631034482758621,0.958620689655172,1,"svmRadialSigma","unseen","class_1","class_1",0.669646671905696,0.338818443172808,"TP"
"3080","normal(0.6)-Normal_548_328.8-580","normal(0.6)","Normal_548_328.8",580,0,-0.0898,0.0898,1,0.21644,3.17101,5,0,0.686206896551724,0.953448275862069,0.993103448275862,"svmRadialSigma","unseen","class_0","class_1",0.692280749465322,0.338818443172808,"FP"
"3085","normal(0.6)-Normal_-605_363-580","normal(0.6)","Normal_-605_363",580,0,0.0031,-0.0031,1,0.08611,2.92277,6,0,0.677586206896552,0.962068965517241,0.996551724137931,"svmRadialSigma","unseen","class_0","class_0",0.077571353010363,0.338818443172808,"TN"
"3090","normal(0.6)-Normal_956_573.6-580","normal(0.6)","Normal_956_573.6",580,0,-0.01023,0.01023,1,0.11605,2.91376,7,0,0.674137931034483,0.955172413793103,1,"svmRadialSigma","unseen","class_0","class_0",0.0747897269743578,0.338818443172808,"TN"
"3095","normal(0.6)-Normal_-597_358.2-580","normal(0.6)","Normal_-597_358.2",580,0,-0.00067,0.00067,1,-0.0159,3.01715,5,0,0.693103448275862,0.946551724137931,0.998275862068966,"svmRadialSigma","unseen","class_0","class_0",0.0748824693251379,0.338818443172808,"TN"
"3100","normal(0.6)-Normal_-277_166.2-580","normal(0.6)","Normal_-277_166.2",580,0,-0.00164,0.00164,1,0.08596,3.02402,2,0,0.689655172413793,0.955172413793103,0.996551724137931,"svmRadialSigma","unseen","class_0","class_0",0.131676637891851,0.338818443172808,"TN"
"3101","close_normal-tukey(0.1)-591","close_normal","tukey(0.1)",591,0,0.02697,-0.02697,1,-0.01749,3.14667,10,0,0.688663282571912,0.94585448392555,0.996615905245347,"svmRadialSigma","unseen","class_1","class_0",0.0735954344451575,0.338818443172808,"FN"
"3106","sym_long_tail-t(1)-591","sym_long_tail","t(1)",591,0,-0.03024,0.03024,1,18.84653,445.04679,99,53,0.989847715736041,0.993231810490694,0.993231810490694,"svmRadialSigma","unseen","class_1","class_1",0.950108968512335,0.338818443172808,"TP"
"3111","sym_short_tail-uniform(0,1)-591","sym_short_tail","uniform(0,1)",591,0,0.03001,-0.03001,1,-0.07426,1.76458,0,0,0.578680203045685,1,1,"svmRadialSigma","unseen","class_1","class_1",0.991716616513337,0.338818443172808,"TP"
"3116","asym_long_tail-Weibull(0.5,1)-591","asym_long_tail","Weibull(0.5,1)",591,0,-0.25165,0.25165,1,9.96869,128.51682,54,29,0.95093062605753,0.981387478849408,0.989847715736041,"svmRadialSigma","unseen","class_1","class_1",0.966127831333888,0.338818443172808,"TP"
"3121","asym_short_tail-beta(2,1)-591","asym_short_tail","beta(2,1)",591,0,0.15526,-0.15526,1,-0.56867,2.42032,0,0,0.634517766497462,0.959390862944162,1,"svmRadialSigma","unseen","class_1","class_1",0.725642046501283,0.338818443172808,"TP"
"3130","normal(0.6)-Normal_548_328.8-591","normal(0.6)","Normal_548_328.8",591,0,-0.07931,0.07931,1,0.25951,3.15444,5,0,0.688663282571912,0.949238578680203,0.99492385786802,"svmRadialSigma","unseen","class_0","class_0",0.249351886009709,0.338818443172808,"TN"
"3135","normal(0.6)-Normal_-605_363-591","normal(0.6)","Normal_-605_363",591,0,-0.02597,0.02597,1,0.1363,2.92593,6,0,0.673434856175973,0.966159052453469,0.99492385786802,"svmRadialSigma","unseen","class_0","class_0",0.129873320305882,0.338818443172808,"TN"
"3140","normal(0.6)-Normal_956_573.6-591","normal(0.6)","Normal_956_573.6",591,0,-0.00057,0.00057,1,0.05763,2.88711,7,0,0.671742808798646,0.961082910321489,1,"svmRadialSigma","unseen","class_0","class_0",0.128619430392374,0.338818443172808,"TN"
"3145","normal(0.6)-Normal_-597_358.2-591","normal(0.6)","Normal_-597_358.2",591,0,0.02098,-0.02098,1,-0.0665,3.16464,7,0,0.712351945854484,0.94585448392555,0.996615905245347,"svmRadialSigma","unseen","class_0","class_0",0.131652048616981,0.338818443172808,"TN"
"3150","normal(0.6)-Normal_-277_166.2-591","normal(0.6)","Normal_-277_166.2",591,0,-0.0031,0.0031,1,0.0191,2.88593,1,0,0.692047377326565,0.95093062605753,0.998307952622673,"svmRadialSigma","unseen","class_0","class_0",0.0653139515304682,0.338818443172808,"TN"
"3151","close_normal-tukey(0.1)-593","close_normal","tukey(0.1)",593,0,0.03953,-0.03953,1,-0.16029,3.04251,5,0,0.66779089376054,0.957841483979764,0.993254637436762,"svmRadialSigma","unseen","class_1","class_0",0.305492846027409,0.338818443172808,"FN"
"3156","sym_long_tail-t(1)-593","sym_long_tail","t(1)",593,0,-0.03535,0.03535,1,18.39113,429.75023,105,58,0.989881956155143,0.991568296795953,0.991568296795953,"svmRadialSigma","unseen","class_1","class_1",0.950304149004821,0.338818443172808,"TP"
"3161","sym_short_tail-uniform(0,1)-593","sym_short_tail","uniform(0,1)",593,0,-0.02257,0.02257,1,-0.03014,1.78074,0,0,0.591905564924115,1,1,"svmRadialSigma","unseen","class_1","class_1",0.989179771646206,0.338818443172808,"TP"
"3166","asym_long_tail-Weibull(0.5,1)-593","asym_long_tail","Weibull(0.5,1)",593,0,-0.33812,0.33812,1,5.37046,43.14327,60,35,0.913996627318718,0.96964586846543,0.984822934232715,"svmRadialSigma","unseen","class_1","class_1",0.963552044224479,0.338818443172808,"TP"
"3171","asym_short_tail-beta(2,1)-593","asym_short_tail","beta(2,1)",593,0,0.16127,-0.16127,1,-0.55274,2.46746,0,0,0.630691399662732,0.962900505902192,1,"svmRadialSigma","unseen","class_1","class_1",0.870353866964049,0.338818443172808,"TP"
"3180","normal(0.6)-Normal_548_328.8-593","normal(0.6)","Normal_548_328.8",593,0,-0.08378,0.08378,1,0.25152,3.15169,5,0,0.693086003372681,0.949409780775717,0.994940978077572,"svmRadialSigma","unseen","class_0","class_0",0.230740479039105,0.338818443172808,"TN"
"3185","normal(0.6)-Normal_-605_363-593","normal(0.6)","Normal_-605_363",593,0,-0.03091,0.03091,1,0.13269,2.92664,6,0,0.672849915682968,0.964586846543002,0.994940978077572,"svmRadialSigma","unseen","class_0","class_0",0.154679070758516,0.338818443172808,"TN"
"3190","normal(0.6)-Normal_956_573.6-593","normal(0.6)","Normal_956_573.6",593,0,0.00612,-0.00612,1,0.03823,2.82891,4,0,0.671163575042159,0.961214165261383,1,"svmRadialSigma","unseen","class_0","class_0",0.152944928986052,0.338818443172808,"TN"
"3195","normal(0.6)-Normal_-597_358.2-593","normal(0.6)","Normal_-597_358.2",593,0,0.00692,-0.00692,1,-0.06904,3.13013,7,0,0.693086003372681,0.946037099494098,0.996627318718381,"svmRadialSigma","unseen","class_0","class_0",0.0493353027112891,0.338818443172808,"TN"
"3200","normal(0.6)-Normal_-277_166.2-593","normal(0.6)","Normal_-277_166.2",593,0,0.01735,-0.01735,1,0.00831,2.94284,2,0,0.6964586846543,0.952782462057336,0.998313659359191,"svmRadialSigma","unseen","class_0","class_0",0.0907353963080086,0.338818443172808,"TN"
"3201","close_normal-tukey(0.1)-602","close_normal","tukey(0.1)",602,0,0.00184,-0.00184,1,-0.16341,3.0295,4,0,0.677740863787375,0.960132890365448,0.995016611295681,"svmRadialSigma","unseen","class_1","class_0",0.0377481937147162,0.338818443172808,"FN"
"3206","sym_long_tail-t(1)-602","sym_long_tail","t(1)",602,0,-0.03204,0.03204,1,18.58798,438.09717,106,61,0.990033222591362,0.991694352159468,0.991694352159468,"svmRadialSigma","unseen","class_1","class_1",0.950161801022123,0.338818443172808,"TP"
"3211","sym_short_tail-uniform(0,1)-602","sym_short_tail","uniform(0,1)",602,0,0.04777,-0.04777,1,-0.00148,1.7317,0,0,0.564784053156146,1,1,"svmRadialSigma","unseen","class_1","class_1",0.989460358054593,0.338818443172808,"TP"
"3216","asym_long_tail-Weibull(0.5,1)-602","asym_long_tail","Weibull(0.5,1)",602,0,-0.21594,0.21594,1,15.1682,295.4927,61,30,0.96843853820598,0.983388704318937,0.990033222591362,"svmRadialSigma","unseen","class_1","class_1",0.950138035419413,0.338818443172808,"TP"
"3221","asym_short_tail-beta(2,1)-602","asym_short_tail","beta(2,1)",602,0,0.14254,-0.14254,1,-0.57896,2.47961,0,0,0.622923588039867,0.960132890365448,1,"svmRadialSigma","unseen","class_1","class_1",0.848328572392785,0.338818443172808,"TP"
"3230","normal(0.6)-Normal_548_328.8-602","normal(0.6)","Normal_548_328.8",602,0,-0.0982,0.0982,1,0.23886,3.11968,5,0,0.697674418604651,0.948504983388704,0.995016611295681,"svmRadialSigma","unseen","class_0","class_0",0.134427795987948,0.338818443172808,"TN"
"3235","normal(0.6)-Normal_-605_363-602","normal(0.6)","Normal_-605_363",602,0,-0.02391,0.02391,1,0.16616,2.95884,6,0,0.677740863787375,0.960132890365448,0.995016611295681,"svmRadialSigma","unseen","class_0","class_0",0.194337908433229,0.338818443172808,"TN"
"3240","normal(0.6)-Normal_956_573.6-602","normal(0.6)","Normal_956_573.6",602,0,0.01781,-0.01781,1,-0.05636,2.85819,2,0,0.667774086378738,0.95514950166113,1,"svmRadialSigma","unseen","class_0","class_0",0.10223147038051,0.338818443172808,"TN"
"3245","normal(0.6)-Normal_-597_358.2-602","normal(0.6)","Normal_-597_358.2",602,0,-0.03225,0.03225,1,0.09289,3.27154,9,0,0.696013289036545,0.948504983388704,0.995016611295681,"svmRadialSigma","unseen","class_0","class_0",0.189786517038159,0.338818443172808,"TN"
"3250","normal(0.6)-Normal_-277_166.2-602","normal(0.6)","Normal_-277_166.2",602,0,0.01463,-0.01463,1,-0.03874,2.95709,3,0,0.68936877076412,0.95514950166113,0.996677740863787,"svmRadialSigma","unseen","class_0","class_0",0.0901295154158163,0.338818443172808,"TN"
"3251","close_normal-tukey(0.1)-631","close_normal","tukey(0.1)",631,0,0.03633,-0.03633,1,0.09957,3.21735,8,0,0.709984152139461,0.944532488114105,0.996830427892235,"svmRadialSigma","unseen","class_1","class_0",0.173262413879538,0.338818443172808,"FN"
"3256","sym_long_tail-t(1)-631","sym_long_tail","t(1)",631,0,-0.05226,0.05226,1,22.90936,554.02673,105,65,0.990491283676704,0.995245641838352,0.995245641838352,"svmRadialSigma","unseen","class_1","class_1",0.950253205620648,0.338818443172808,"TP"
"3261","sym_short_tail-uniform(0,1)-631","sym_short_tail","uniform(0,1)",631,0,-0.05302,0.05302,1,0.01529,1.85855,0,0,0.586370839936609,1,1,"svmRadialSigma","unseen","class_1","class_1",0.982498903946521,0.338818443172808,"TP"
"3266","asym_long_tail-Weibull(0.5,1)-631","asym_long_tail","Weibull(0.5,1)",631,0,-0.33001,0.33001,1,5.57665,42.96005,68,35,0.93026941362916,0.968304278922345,0.980982567353407,"svmRadialSigma","unseen","class_1","class_1",0.962722878105961,0.338818443172808,"TP"
"3271","asym_short_tail-beta(2,1)-631","asym_short_tail","beta(2,1)",631,0,0.14909,-0.14909,1,-0.61519,2.45783,0,0,0.640253565768621,0.961965134706815,1,"svmRadialSigma","unseen","class_1","class_1",0.768465384474786,0.338818443172808,"TP"
"3280","normal(0.6)-Normal_548_328.8-631","normal(0.6)","Normal_548_328.8",631,0,-0.0798,0.0798,1,0.2223,3.17563,7,0,0.706814580031696,0.946117274167987,0.995245641838352,"svmRadialSigma","unseen","class_0","class_0",0.140257486233187,0.338818443172808,"TN"
"3285","normal(0.6)-Normal_-605_363-631","normal(0.6)","Normal_-605_363",631,0,-0.02548,0.02548,1,0.07257,2.82411,5,0,0.662440570522979,0.957210776545166,0.996830427892235,"svmRadialSigma","unseen","class_0","class_0",0.0517491552896582,0.338818443172808,"TN"
"3290","normal(0.6)-Normal_956_573.6-631","normal(0.6)","Normal_956_573.6",631,0,-0.00437,0.00437,1,-0.0692,2.74985,0,0,0.673534072900158,0.952456418383518,1,"svmRadialSigma","unseen","class_0","class_0",0.0620237810859626,0.338818443172808,"TN"
"3295","normal(0.6)-Normal_-597_358.2-631","normal(0.6)","Normal_-597_358.2",631,0,0.02262,-0.02262,1,-0.02077,2.9799,4,0,0.673534072900158,0.960380348652932,0.996830427892235,"svmRadialSigma","unseen","class_0","class_0",0.0708451295532596,0.338818443172808,"TN"
"3300","normal(0.6)-Normal_-277_166.2-631","normal(0.6)","Normal_-277_166.2",631,0,-0.01349,0.01349,1,0.02136,3.16782,5,0,0.695721077654517,0.94770206022187,0.995245641838352,"svmRadialSigma","unseen","class_0","class_0",0.124872042205844,0.338818443172808,"TN"
"3301","close_normal-tukey(0.1)-634","close_normal","tukey(0.1)",634,0,0.01257,-0.01257,1,-0.19842,3.19428,8,0,0.686119873817035,0.957413249211357,0.995268138801262,"svmRadialSigma","unseen","class_1","class_0",0.0718205452009955,0.338818443172808,"FN"
"3306","sym_long_tail-t(1)-634","sym_long_tail","t(1)",634,0,0.00132,-0.00132,1,4.5841,153.82641,94,48,0.968454258675079,0.987381703470032,0.990536277602524,"svmRadialSigma","unseen","class_1","class_1",0.955211794496855,0.338818443172808,"TP"
"3311","sym_short_tail-uniform(0,1)-634","sym_short_tail","uniform(0,1)",634,0,-0.02475,0.02475,1,-0.06103,1.81234,0,0,0.582018927444795,1,1,"svmRadialSigma","unseen","class_1","class_1",0.985903725151339,0.338818443172808,"TP"
"3316","asym_long_tail-Weibull(0.5,1)-634","asym_long_tail","Weibull(0.5,1)",634,0,-0.36391,0.36391,1,4.19396,24.65201,70,40,0.914826498422713,0.965299684542587,0.973186119873817,"svmRadialSigma","unseen","class_1","class_1",0.961425173019243,0.338818443172808,"TP"
"3321","asym_short_tail-beta(2,1)-634","asym_short_tail","beta(2,1)",634,0,0.16473,-0.16473,1,-0.50103,2.30797,0,0,0.630914826498423,0.966876971608833,1,"svmRadialSigma","unseen","class_1","class_1",0.949226797996976,0.338818443172808,"TP"
"3330","normal(0.6)-Normal_548_328.8-634","normal(0.6)","Normal_548_328.8",634,0,-0.08522,0.08522,1,0.22326,3.16139,7,0,0.709779179810726,0.94794952681388,0.995268138801262,"svmRadialSigma","unseen","class_0","class_0",0.17345463097117,0.338818443172808,"TN"
"3335","normal(0.6)-Normal_-605_363-634","normal(0.6)","Normal_-605_363",634,0,-0.02741,0.02741,1,0.07975,2.80674,4,0,0.66403785488959,0.957413249211357,0.996845425867508,"svmRadialSigma","unseen","class_0","class_0",0.0560867113475342,0.338818443172808,"TN"
"3340","normal(0.6)-Normal_956_573.6-634","normal(0.6)","Normal_956_573.6",634,0,0.02665,-0.02665,1,-0.08549,2.75375,0,0,0.678233438485804,0.949526813880126,1,"svmRadialSigma","unseen","class_0","class_0",0.148476279028804,0.338818443172808,"TN"
"3345","normal(0.6)-Normal_-597_358.2-634","normal(0.6)","Normal_-597_358.2",634,0,0.04252,-0.04252,1,-0.09021,2.9666,4,0,0.67981072555205,0.963722397476341,0.996845425867508,"svmRadialSigma","unseen","class_0","class_0",0.0577184378244426,0.338818443172808,"TN"
"3350","normal(0.6)-Normal_-277_166.2-634","normal(0.6)","Normal_-277_166.2",634,0,-0.01823,0.01823,1,-0.04245,3.06352,5,0,0.697160883280757,0.946372239747634,0.996845425867508,"svmRadialSigma","unseen","class_0","class_0",0.0438226373335905,0.338818443172808,"TN"
"3351","close_normal-tukey(0.1)-654","close_normal","tukey(0.1)",654,0,0.00759,-0.00759,1,-0.10436,3.33936,12,0,0.703363914373089,0.94954128440367,0.995412844036697,"svmRadialSigma","unseen","class_1","class_0",0.14157691400248,0.338818443172808,"FN"
"3356","sym_long_tail-t(1)-654","sym_long_tail","t(1)",654,0,0.00734,-0.00734,1,4.60929,156.5484,104,60,0.966360856269113,0.987767584097859,0.990825688073395,"svmRadialSigma","unseen","class_1","class_1",0.954887997134561,0.338818443172808,"TP"
"3361","sym_short_tail-uniform(0,1)-654","sym_short_tail","uniform(0,1)",654,0,-0.04174,0.04174,1,0.06857,1.86861,0,0,0.585626911314985,1,1,"svmRadialSigma","unseen","class_1","class_1",0.983703241193637,0.338818443172808,"TP"
"3366","asym_long_tail-Weibull(0.5,1)-654","asym_long_tail","Weibull(0.5,1)",654,0,-0.31978,0.31978,1,6.2271,54.64663,81,45,0.928134556574923,0.969418960244648,0.984709480122324,"svmRadialSigma","unseen","class_1","class_1",0.965317453903548,0.338818443172808,"TP"
"3371","asym_short_tail-beta(2,1)-654","asym_short_tail","beta(2,1)",654,0,0.12468,-0.12468,1,-0.46623,2.26674,0,0,0.614678899082569,0.974006116207951,1,"svmRadialSigma","unseen","class_1","class_1",0.997198955902307,0.338818443172808,"TP"
"3380","normal(0.6)-Normal_548_328.8-654","normal(0.6)","Normal_548_328.8",654,0,-0.1004,0.1004,1,0.24691,3.1617,6,0,0.701834862385321,0.94954128440367,0.995412844036697,"svmRadialSigma","unseen","class_0","class_0",0.188359051367562,0.338818443172808,"TN"
"3385","normal(0.6)-Normal_-605_363-654","normal(0.6)","Normal_-605_363",654,0,-0.02507,0.02507,1,0.05911,2.90703,5,0,0.666666666666667,0.95565749235474,0.998470948012232,"svmRadialSigma","unseen","class_0","class_0",0.0469620590846556,0.338818443172808,"TN"
"3390","normal(0.6)-Normal_956_573.6-654","normal(0.6)","Normal_956_573.6",654,0,0.00919,-0.00919,1,0.06007,2.9486,3,0,0.67737003058104,0.946483180428135,0.998470948012232,"svmRadialSigma","unseen","class_0","class_0",0.176871228823232,0.338818443172808,"TN"
"3395","normal(0.6)-Normal_-597_358.2-654","normal(0.6)","Normal_-597_358.2",654,0,0.00714,-0.00714,1,-0.08958,2.99722,8,0,0.68348623853211,0.954128440366973,0.998470948012232,"svmRadialSigma","unseen","class_0","class_0",0.0541801310142914,0.338818443172808,"TN"
"3400","normal(0.6)-Normal_-277_166.2-654","normal(0.6)","Normal_-277_166.2",654,0,-0.01978,0.01978,1,-0.04441,3.17024,10,0,0.695718654434251,0.96177370030581,0.995412844036697,"svmRadialSigma","unseen","class_0","class_0",0.195092196147173,0.338818443172808,"TN"
"3401","close_normal-tukey(0.1)-657","close_normal","tukey(0.1)",657,0,0.03976,-0.03976,1,-0.03494,2.9344,1,0,0.697108066971081,0.948249619482496,1,"svmRadialSigma","unseen","class_1","class_0",0.18558944718686,0.338818443172808,"FN"
"3406","sym_long_tail-t(1)-657","sym_long_tail","t(1)",657,0,-0.01386,0.01386,1,8.7262,170.96142,110,65,0.971080669710807,0.983257229832572,0.987823439878234,"svmRadialSigma","unseen","class_1","class_1",0.962303291910917,0.338818443172808,"TP"
"3411","sym_short_tail-uniform(0,1)-657","sym_short_tail","uniform(0,1)",657,0,-0.00484,0.00484,1,0.02268,1.74371,0,0,0.58599695585997,1,1,"svmRadialSigma","unseen","class_1","class_1",0.989045023657541,0.338818443172808,"TP"
"3416","asym_long_tail-Weibull(0.5,1)-657","asym_long_tail","Weibull(0.5,1)",657,0,-0.38059,0.38059,1,3.90517,23.4054,69,42,0.904109589041096,0.949771689497717,0.975646879756469,"svmRadialSigma","unseen","class_1","class_1",0.962886044672397,0.338818443172808,"TP"
"3421","asym_short_tail-beta(2,1)-657","asym_short_tail","beta(2,1)",657,0,0.12302,-0.12302,1,-0.46109,2.27403,0,0,0.633181126331811,0.968036529680365,1,"svmRadialSigma","unseen","class_1","class_1",0.96604546517624,0.338818443172808,"TP"
"3430","normal(0.6)-Normal_548_328.8-657","normal(0.6)","Normal_548_328.8",657,0,-0.1025,0.1025,1,0.2201,3.16232,5,0,0.697108066971081,0.949771689497717,0.995433789954338,"svmRadialSigma","unseen","class_0","class_0",0.160096884324645,0.338818443172808,"TN"
"3435","normal(0.6)-Normal_-605_363-657","normal(0.6)","Normal_-605_363",657,0,-0.03769,0.03769,1,0.04857,2.92268,5,0,0.672754946727549,0.954337899543379,0.996955859969559,"svmRadialSigma","unseen","class_0","class_0",0.0498573216311159,0.338818443172808,"TN"
"3440","normal(0.6)-Normal_956_573.6-657","normal(0.6)","Normal_956_573.6",657,0,0.01507,-0.01507,1,0.04257,2.95325,4,0,0.680365296803653,0.948249619482496,0.998477929984779,"svmRadialSigma","unseen","class_0","class_0",0.113125755957122,0.338818443172808,"TN"
"3445","normal(0.6)-Normal_-597_358.2-657","normal(0.6)","Normal_-597_358.2",657,0,0.01457,-0.01457,1,-0.07178,2.97445,7,0,0.683409436834094,0.9558599695586,0.998477929984779,"svmRadialSigma","unseen","class_0","class_0",0.0731798636150554,0.338818443172808,"TN"
"3450","normal(0.6)-Normal_-277_166.2-657","normal(0.6)","Normal_-277_166.2",657,0,0.00603,-0.00603,1,-0.09222,3.05715,10,0,0.686453576864536,0.961948249619482,0.995433789954338,"svmRadialSigma","unseen","class_0","class_0",0.0703654099288812,0.338818443172808,"TN"
"3451","close_normal-tukey(0.1)-659","close_normal","tukey(0.1)",659,0,0.03313,-0.03313,1,-0.03308,3.03387,11,0,0.707132018209408,0.945371775417299,1,"svmRadialSigma","unseen","class_1","class_0",0.318222454970092,0.338818443172808,"FN"
"3456","sym_long_tail-t(1)-659","sym_long_tail","t(1)",659,0,-0.01863,0.01863,1,8.96334,176.64424,110,63,0.974203338391502,0.984825493171472,0.987860394537178,"svmRadialSigma","unseen","class_1","class_1",0.962580683769535,0.338818443172808,"TP"
"3461","sym_short_tail-uniform(0,1)-659","sym_short_tail","uniform(0,1)",659,0,-0.03687,0.03687,1,0.04732,1.7494,0,0,0.572078907435508,1,1,"svmRadialSigma","unseen","class_1","class_1",0.9804403077142,0.338818443172808,"TP"
"3466","asym_long_tail-Weibull(0.5,1)-659","asym_long_tail","Weibull(0.5,1)",659,0,-0.37446,0.37446,1,3.88117,23.20558,62,41,0.907435508345979,0.948406676783004,0.975720789074355,"svmRadialSigma","unseen","class_1","class_1",0.963233025275745,0.338818443172808,"TP"
"3471","asym_short_tail-beta(2,1)-659","asym_short_tail","beta(2,1)",659,0,0.11657,-0.11657,1,-0.52669,2.35377,0,0,0.606980273141123,0.96206373292868,1,"svmRadialSigma","unseen","class_1","class_1",0.962945047950124,0.338818443172808,"TP"
"3480","normal(0.6)-Normal_548_328.8-659","normal(0.6)","Normal_548_328.8",659,0,-0.09912,0.09912,1,0.2014,3.2001,6,0,0.694992412746586,0.95144157814871,0.995447647951442,"svmRadialSigma","unseen","class_0","class_0",0.238654175597048,0.338818443172808,"TN"
"3485","normal(0.6)-Normal_-605_363-659","normal(0.6)","Normal_-605_363",659,0,-0.0365,0.0365,1,0.0665,2.951,5,0,0.675265553869499,0.954476479514416,0.996965098634294,"svmRadialSigma","unseen","class_0","class_0",0.0611702986573575,0.338818443172808,"TN"
"3490","normal(0.6)-Normal_956_573.6-659","normal(0.6)","Normal_956_573.6",659,0,0.00961,-0.00961,1,0.03847,2.94895,4,0,0.676783004552352,0.948406676783004,0.998482549317147,"svmRadialSigma","unseen","class_0","class_0",0.118423104132622,0.338818443172808,"TN"
"3495","normal(0.6)-Normal_-597_358.2-659","normal(0.6)","Normal_-597_358.2",659,0,0.00545,-0.00545,1,-0.05423,2.91564,4,0,0.685887708649469,0.952959028831563,1,"svmRadialSigma","unseen","class_0","class_0",0.0727099257882913,0.338818443172808,"TN"
"3500","normal(0.6)-Normal_-277_166.2-659","normal(0.6)","Normal_-277_166.2",659,0,0.02127,-0.02127,1,-0.15968,3.05752,11,0,0.685887708649469,0.960546282245827,0.995447647951442,"svmRadialSigma","unseen","class_0","class_0",0.0737718313141915,0.338818443172808,"TN"
"3501","close_normal-tukey(0.1)-664","close_normal","tukey(0.1)",664,0,0.03413,-0.03413,1,-0.07185,3.07174,4,0,0.70933734939759,0.948795180722892,0.998493975903614,"svmRadialSigma","unseen","class_1","class_0",0.116379685833891,0.338818443172808,"FN"
"3506","sym_long_tail-t(1)-664","sym_long_tail","t(1)",664,0,-0.01553,0.01553,1,9.08201,180.42145,107,62,0.975903614457831,0.98644578313253,0.987951807228916,"svmRadialSigma","unseen","class_1","class_1",0.961763385454747,0.338818443172808,"TP"
"3511","sym_short_tail-uniform(0,1)-664","sym_short_tail","uniform(0,1)",664,0,-0.00492,0.00492,1,0.00996,1.70846,0,0,0.579819277108434,1,1,"svmRadialSigma","unseen","class_1","class_1",0.987589736660709,0.338818443172808,"TP"
"3516","asym_long_tail-Weibull(0.5,1)-664","asym_long_tail","Weibull(0.5,1)",664,0,-0.31001,0.31001,1,9.15507,131.60473,64,35,0.924698795180723,0.977409638554217,0.989457831325301,"svmRadialSigma","unseen","class_1","class_1",0.962075701779695,0.338818443172808,"TP"
"3521","asym_short_tail-beta(2,1)-664","asym_short_tail","beta(2,1)",664,0,0.15149,-0.15149,1,-0.54638,2.44452,0,0,0.628012048192771,0.966867469879518,1,"svmRadialSigma","unseen","class_1","class_1",0.965719892773673,0.338818443172808,"TP"
