"","sample_id","dist_family","dist","size","mean","median","mean_median","sd","skewness","kurtosis","outliers_minor","outliers_extream","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","model","test_set","actual","predicted","score","threshold","type"
"1080","normal(0.6)-Normal_548_328.8-215","normal(0.6)","Normal_548_328.8",215,0,-0.07233,0.07233,1,0.20636,2.7716,1,0,0.697674418604651,0.944186046511628,1,"gbm","unseen","class_0","class_0",0.205347581531632,0.453550094789808,"TN"
"1085","normal(0.6)-Normal_-605_363-215","normal(0.6)","Normal_-605_363",215,0,-0.05993,0.05993,1,0.04024,2.83537,0,0,0.697674418604651,0.953488372093023,1,"gbm","unseen","class_0","class_0",0.0524873243844918,0.453550094789808,"TN"
"1090","normal(0.6)-Normal_956_573.6-215","normal(0.6)","Normal_956_573.6",215,0,-0.09138,0.09138,1,0.22342,2.91732,1,0,0.706976744186047,0.944186046511628,1,"gbm","unseen","class_0","class_0",0.0827715277288814,0.453550094789808,"TN"
"1095","normal(0.6)-Normal_-597_358.2-215","normal(0.6)","Normal_-597_358.2",215,0,0.06822,-0.06822,1,-0.23141,2.8771,1,0,0.693023255813954,0.948837209302326,1,"gbm","unseen","class_0","class_0",0.0958357280131991,0.453550094789808,"TN"
"1100","normal(0.6)-Normal_-277_166.2-215","normal(0.6)","Normal_-277_166.2",215,0,0.04233,-0.04233,1,-0.20441,2.74285,1,0,0.66046511627907,0.953488372093023,1,"gbm","unseen","class_0","class_0",0.157222913149791,0.453550094789808,"TN"
"1101","close_normal-tukey(0.1)-219","close_normal","tukey(0.1)",219,0,-0.0317,0.0317,1,0.45224,3.52092,4,0,0.707762557077626,0.949771689497717,0.986301369863014,"gbm","unseen","class_1","class_1",0.933532254512542,0.453550094789808,"TP"
"1106","sym_long_tail-t(1)-219","sym_long_tail","t(1)",219,0,0.03378,-0.03378,1,-2.53618,31.77664,32,19,0.917808219178082,0.972602739726027,0.972602739726027,"gbm","unseen","class_1","class_1",0.978918514067471,0.453550094789808,"TP"
"1111","sym_short_tail-uniform(0,1)-219","sym_short_tail","uniform(0,1)",219,0,-0.09636,0.09636,1,0.22229,1.84391,0,0,0.552511415525114,1,1,"gbm","unseen","class_1","class_1",0.976299070314407,0.453550094789808,"TP"
"1116","asym_long_tail-Weibull(0.5,1)-219","asym_long_tail","Weibull(0.5,1)",219,0,-0.316,0.316,1,5.23107,36.94385,22,12,0.945205479452055,0.954337899543379,0.986301369863014,"gbm","unseen","class_1","class_1",0.989197922933233,0.453550094789808,"TP"
"1121","asym_short_tail-beta(2,1)-219","asym_short_tail","beta(2,1)",219,0,0.13976,-0.13976,1,-0.42289,2.20398,0,0,0.602739726027397,0.981735159817352,1,"gbm","unseen","class_1","class_1",0.814803635932793,0.453550094789808,"TP"
"1130","normal(0.6)-Normal_548_328.8-219","normal(0.6)","Normal_548_328.8",219,0,-0.09051,0.09051,1,0.18877,2.80999,3,0,0.707762557077626,0.940639269406393,1,"gbm","unseen","class_0","class_0",0.354330481737742,0.453550094789808,"TN"
"1135","normal(0.6)-Normal_-605_363-219","normal(0.6)","Normal_-605_363",219,0,-0.05032,0.05032,1,-0.01781,3.03731,4,0,0.698630136986301,0.949771689497717,1,"gbm","unseen","class_0","class_0",0.0474238013724326,0.453550094789808,"TN"
"1140","normal(0.6)-Normal_956_573.6-219","normal(0.6)","Normal_956_573.6",219,0,-0.10516,0.10516,1,0.00415,2.87162,1,0,0.689497716894977,0.936073059360731,1,"gbm","unseen","class_0","class_1",0.506516145512004,0.453550094789808,"FP"
"1145","normal(0.6)-Normal_-597_358.2-219","normal(0.6)","Normal_-597_358.2",219,0,0.05367,-0.05367,1,-0.16749,2.73375,1,0,0.680365296803653,0.954337899543379,1,"gbm","unseen","class_0","class_0",0.153629839774179,0.453550094789808,"TN"
"1150","normal(0.6)-Normal_-277_166.2-219","normal(0.6)","Normal_-277_166.2",219,0,-0.01019,0.01019,1,0.11314,2.6998,1,0,0.65296803652968,0.963470319634703,0.995433789954338,"gbm","unseen","class_0","class_0",0.162040806816909,0.453550094789808,"TN"
"1151","close_normal-tukey(0.1)-246","close_normal","tukey(0.1)",246,0,0.04968,-0.04968,1,0.11973,3.0147,3,0,0.67479674796748,0.971544715447154,0.991869918699187,"gbm","unseen","class_1","class_0",0.234035213461328,0.453550094789808,"FN"
"1156","sym_long_tail-t(1)-246","sym_long_tail","t(1)",246,0,-0.06435,0.06435,1,13.04973,193.99039,40,24,0.979674796747967,0.983739837398374,0.995934959349594,"gbm","unseen","class_1","class_1",0.984631876303504,0.453550094789808,"TP"
"1161","sym_short_tail-uniform(0,1)-246","sym_short_tail","uniform(0,1)",246,0,0.07036,-0.07036,1,-0.08118,1.85029,0,0,0.589430894308943,1,1,"gbm","unseen","class_1","class_1",0.937353063857361,0.453550094789808,"TP"
"1166","asym_long_tail-Weibull(0.5,1)-246","asym_long_tail","Weibull(0.5,1)",246,0,-0.3947,0.3947,1,3.85217,22.73545,33,17,0.894308943089431,0.959349593495935,0.975609756097561,"gbm","unseen","class_1","class_1",0.991113284690754,0.453550094789808,"TP"
"1171","asym_short_tail-beta(2,1)-246","asym_short_tail","beta(2,1)",246,0,0.22519,-0.22519,1,-0.59088,2.3745,0,0,0.642276422764228,0.959349593495935,1,"gbm","unseen","class_1","class_1",0.842596281209341,0.453550094789808,"TP"
"1180","normal(0.6)-Normal_548_328.8-246","normal(0.6)","Normal_548_328.8",246,0,0.01225,-0.01225,1,-0.11471,3.13149,3,0,0.727642276422764,0.955284552845528,1,"gbm","unseen","class_0","class_0",0.0625848412450337,0.453550094789808,"TN"
"1185","normal(0.6)-Normal_-605_363-246","normal(0.6)","Normal_-605_363",246,0,-0.06734,0.06734,1,-0.00238,2.77488,1,0,0.66260162601626,0.955284552845528,0.995934959349594,"gbm","unseen","class_0","class_0",0.0513442629193934,0.453550094789808,"TN"
"1190","normal(0.6)-Normal_956_573.6-246","normal(0.6)","Normal_956_573.6",246,0,0.05961,-0.05961,1,-0.04706,2.74357,1,0,0.670731707317073,0.959349593495935,1,"gbm","unseen","class_0","class_0",0.149769938144268,0.453550094789808,"TN"
"1195","normal(0.6)-Normal_-597_358.2-246","normal(0.6)","Normal_-597_358.2",246,0,0.05374,-0.05374,1,-0.04524,2.28834,0,0,0.630081300813008,0.983739837398374,1,"gbm","unseen","class_0","class_1",0.816489943576701,0.453550094789808,"FP"
"1200","normal(0.6)-Normal_-277_166.2-246","normal(0.6)","Normal_-277_166.2",246,0,-0.01798,0.01798,1,0.0804,2.9914,2,0,0.658536585365854,0.951219512195122,0.995934959349594,"gbm","unseen","class_0","class_0",0.0371864146918707,0.453550094789808,"TN"
"1201","close_normal-tukey(0.1)-247","close_normal","tukey(0.1)",247,0,-0.06375,0.06375,1,0.03552,3.42103,3,0,0.688259109311741,0.963562753036437,0.995951417004049,"gbm","unseen","class_1","class_0",0.300820950420797,0.453550094789808,"FN"
"1206","sym_long_tail-t(1)-247","sym_long_tail","t(1)",247,0,-0.08781,0.08781,1,14.51589,220.61824,44,20,0.987854251012146,0.991902834008097,0.995951417004049,"gbm","unseen","class_1","class_1",0.98736294849361,0.453550094789808,"TP"
"1211","sym_short_tail-uniform(0,1)-247","sym_short_tail","uniform(0,1)",247,0,0.03674,-0.03674,1,-0.05703,1.95573,0,0,0.59919028340081,1,1,"gbm","unseen","class_1","class_1",0.947378566789678,0.453550094789808,"TP"
"1216","asym_long_tail-Weibull(0.5,1)-247","asym_long_tail","Weibull(0.5,1)",247,0,-0.35209,0.35209,1,4.32665,24.93281,33,18,0.919028340080972,0.955465587044534,0.97165991902834,"gbm","unseen","class_1","class_1",0.989197922933233,0.453550094789808,"TP"
"1221","asym_short_tail-beta(2,1)-247","asym_short_tail","beta(2,1)",247,0,0.13545,-0.13545,1,-0.67178,2.65059,0,0,0.623481781376518,0.94331983805668,1,"gbm","unseen","class_1","class_1",0.559061761041735,0.453550094789808,"TP"
"1230","normal(0.6)-Normal_548_328.8-247","normal(0.6)","Normal_548_328.8",247,0,0.00273,-0.00273,1,-0.11696,3.13517,3,0,0.728744939271255,0.955465587044534,1,"gbm","unseen","class_0","class_0",0.0619194123407411,0.453550094789808,"TN"
"1235","normal(0.6)-Normal_-605_363-247","normal(0.6)","Normal_-605_363",247,0,-0.06297,0.06297,1,0.02801,2.7921,1,0,0.65587044534413,0.951417004048583,0.995951417004049,"gbm","unseen","class_0","class_0",0.0409247562147346,0.453550094789808,"TN"
"1240","normal(0.6)-Normal_956_573.6-247","normal(0.6)","Normal_956_573.6",247,0,0.03085,-0.03085,1,-0.01609,2.78085,1,0,0.672064777327935,0.955465587044534,1,"gbm","unseen","class_0","class_0",0.0996630043913969,0.453550094789808,"TN"
"1245","normal(0.6)-Normal_-597_358.2-247","normal(0.6)","Normal_-597_358.2",247,0,0.07087,-0.07087,1,-0.0965,2.3886,0,0,0.635627530364372,0.975708502024291,1,"gbm","unseen","class_0","class_1",0.654352043492982,0.453550094789808,"FP"
"1250","normal(0.6)-Normal_-277_166.2-247","normal(0.6)","Normal_-277_166.2",247,0,-0.02582,0.02582,1,0.07886,3.00964,2,0,0.680161943319838,0.951417004048583,0.995951417004049,"gbm","unseen","class_0","class_0",0.0386108046900018,0.453550094789808,"TN"
"1251","close_normal-tukey(0.1)-257","close_normal","tukey(0.1)",257,0,-0.04924,0.04924,1,-0.03396,3.38828,4,0,0.688715953307393,0.964980544747082,0.996108949416342,"gbm","unseen","class_1","class_0",0.253034759871823,0.453550094789808,"FN"
"1256","sym_long_tail-t(1)-257","sym_long_tail","t(1)",257,0,-0.09033,0.09033,1,4.79572,43.83956,41,20,0.933852140077821,0.957198443579767,0.972762645914397,"gbm","unseen","class_1","class_1",0.988346266113902,0.453550094789808,"TP"
"1261","sym_short_tail-uniform(0,1)-257","sym_short_tail","uniform(0,1)",257,0,0.06618,-0.06618,1,-0.11832,1.74459,0,0,0.568093385214008,1,1,"gbm","unseen","class_1","class_1",0.949912767652039,0.453550094789808,"TP"
"1266","asym_long_tail-Weibull(0.5,1)-257","asym_long_tail","Weibull(0.5,1)",257,0,-0.36729,0.36729,1,3.99559,21.39214,29,16,0.929961089494163,0.957198443579767,0.968871595330739,"gbm","unseen","class_1","class_1",0.990075253717162,0.453550094789808,"TP"
"1271","asym_short_tail-beta(2,1)-257","asym_short_tail","beta(2,1)",257,0,0.19431,-0.19431,1,-0.45854,2.23056,0,0,0.634241245136187,0.964980544747082,1,"gbm","unseen","class_1","class_1",0.85517773267343,0.453550094789808,"TP"
"1280","normal(0.6)-Normal_548_328.8-257","normal(0.6)","Normal_548_328.8",257,0,0.03899,-0.03899,1,-0.17313,3.10065,4,0,0.715953307392996,0.953307392996109,1,"gbm","unseen","class_0","class_0",0.069606221555248,0.453550094789808,"TN"
"1285","normal(0.6)-Normal_-605_363-257","normal(0.6)","Normal_-605_363",257,0,-0.09875,0.09875,1,0.12626,2.93528,1,0,0.684824902723735,0.945525291828794,0.996108949416342,"gbm","unseen","class_0","class_0",0.0519021150351695,0.453550094789808,"TN"
"1290","normal(0.6)-Normal_956_573.6-257","normal(0.6)","Normal_956_573.6",257,0,0.00446,-0.00446,1,0.06572,2.75806,0,0,0.684824902723735,0.941634241245136,1,"gbm","unseen","class_0","class_1",0.523811506841322,0.453550094789808,"FP"
"1295","normal(0.6)-Normal_-597_358.2-257","normal(0.6)","Normal_-597_358.2",257,0,0.09217,-0.09217,1,-0.20587,2.70984,1,0,0.67704280155642,0.964980544747082,1,"gbm","unseen","class_0","class_0",0.06551919615438,0.453550094789808,"TN"
"1300","normal(0.6)-Normal_-277_166.2-257","normal(0.6)","Normal_-277_166.2",257,0,-0.02879,0.02879,1,0.11416,2.62916,0,0,0.653696498054475,0.961089494163424,1,"gbm","unseen","class_0","class_0",0.272788899993971,0.453550094789808,"TN"
"1301","close_normal-tukey(0.1)-265","close_normal","tukey(0.1)",265,0,-0.00215,0.00215,1,0.02766,3.14443,6,0,0.671698113207547,0.958490566037736,0.99622641509434,"gbm","unseen","class_1","class_0",0.0388996501840332,0.453550094789808,"FN"
"1306","sym_long_tail-t(1)-265","sym_long_tail","t(1)",265,0,0.03079,-0.03079,1,-4.31261,57.75897,41,20,0.939622641509434,0.969811320754717,0.981132075471698,"gbm","unseen","class_1","class_1",0.977896753470108,0.453550094789808,"TP"
"1311","sym_short_tail-uniform(0,1)-265","sym_short_tail","uniform(0,1)",265,0,-0.06626,0.06626,1,0.13671,1.76794,0,0,0.573584905660377,1,1,"gbm","unseen","class_1","class_1",0.968462959662118,0.453550094789808,"TP"
"1316","asym_long_tail-Weibull(0.5,1)-265","asym_long_tail","Weibull(0.5,1)",265,0,-0.3963,0.3963,1,3.72472,21.72432,31,18,0.89811320754717,0.950943396226415,0.977358490566038,"gbm","unseen","class_1","class_1",0.989452932802248,0.453550094789808,"TP"
"1321","asym_short_tail-beta(2,1)-265","asym_short_tail","beta(2,1)",265,0,0.23877,-0.23877,1,-0.64668,2.41569,0,0,0.626415094339623,0.962264150943396,1,"gbm","unseen","class_1","class_1",0.858135343494949,0.453550094789808,"TP"
"1330","normal(0.6)-Normal_548_328.8-265","normal(0.6)","Normal_548_328.8",265,0,0.02898,-0.02898,1,-0.2291,3.02083,3,0,0.713207547169811,0.950943396226415,1,"gbm","unseen","class_0","class_0",0.0965451951641886,0.453550094789808,"TN"
"1335","normal(0.6)-Normal_-605_363-265","normal(0.6)","Normal_-605_363",265,0,-0.0511,0.0511,1,0.16026,2.64796,1,0,0.656603773584906,0.950943396226415,1,"gbm","unseen","class_0","class_0",0.200222923215237,0.453550094789808,"TN"
"1340","normal(0.6)-Normal_956_573.6-265","normal(0.6)","Normal_956_573.6",265,0,-0.03208,0.03208,1,0.10886,3.13295,2,0,0.720754716981132,0.943396226415094,1,"gbm","unseen","class_0","class_0",0.104791007256226,0.453550094789808,"TN"
"1345","normal(0.6)-Normal_-597_358.2-265","normal(0.6)","Normal_-597_358.2",265,0,0.11046,-0.11046,1,-0.28304,3.14788,4,0,0.675471698113208,0.943396226415094,0.99622641509434,"gbm","unseen","class_0","class_0",0.0447327097919639,0.453550094789808,"TN"
"1350","normal(0.6)-Normal_-277_166.2-265","normal(0.6)","Normal_-277_166.2",265,0,-0.05518,0.05518,1,0.04261,3.23411,3,0,0.705660377358491,0.954716981132075,0.99622641509434,"gbm","unseen","class_0","class_0",0.053727212633371,0.453550094789808,"TN"
"1351","close_normal-tukey(0.1)-266","close_normal","tukey(0.1)",266,0,-0.04679,0.04679,1,0.22118,3.46995,6,0,0.699248120300752,0.947368421052632,0.992481203007519,"gbm","unseen","class_1","class_1",0.471857167646133,0.453550094789808,"TP"
"1356","sym_long_tail-t(1)-266","sym_long_tail","t(1)",266,0,-0.05829,0.05829,1,16.14839,262.53417,35,21,0.996240601503759,0.996240601503759,0.996240601503759,"gbm","unseen","class_1","class_1",0.987451144773773,0.453550094789808,"TP"
"1361","sym_short_tail-uniform(0,1)-266","sym_short_tail","uniform(0,1)",266,0,-0.06109,0.06109,1,0.03116,1.74493,0,0,0.567669172932331,1,1,"gbm","unseen","class_1","class_1",0.957932037417027,0.453550094789808,"TP"
"1366","asym_long_tail-Weibull(0.5,1)-266","asym_long_tail","Weibull(0.5,1)",266,0,-0.35375,0.35375,1,4.46613,27.25262,29,14,0.928571428571429,0.962406015037594,0.973684210526316,"gbm","unseen","class_1","class_1",0.991479593829931,0.453550094789808,"TP"
"1371","asym_short_tail-beta(2,1)-266","asym_short_tail","beta(2,1)",266,0,0.27804,-0.27804,1,-0.66945,2.57531,0,0,0.669172932330827,0.966165413533835,1,"gbm","unseen","class_1","class_1",0.690858251660393,0.453550094789808,"TP"
"1380","normal(0.6)-Normal_548_328.8-266","normal(0.6)","Normal_548_328.8",266,0,0.03285,-0.03285,1,-0.19474,2.96591,3,0,0.706766917293233,0.951127819548872,1,"gbm","unseen","class_0","class_0",0.0741129700729247,0.453550094789808,"TN"
"1385","normal(0.6)-Normal_-605_363-266","normal(0.6)","Normal_-605_363",266,0,-0.04784,0.04784,1,0.11418,2.67127,1,0,0.672932330827068,0.947368421052632,1,"gbm","unseen","class_0","class_0",0.251584291977121,0.453550094789808,"TN"
"1390","normal(0.6)-Normal_956_573.6-266","normal(0.6)","Normal_956_573.6",266,0,-0.00454,0.00454,1,-0.17927,3.75812,3,0,0.718045112781955,0.954887218045113,0.996240601503759,"gbm","unseen","class_0","class_1",0.773667856135759,0.453550094789808,"FP"
"1395","normal(0.6)-Normal_-597_358.2-266","normal(0.6)","Normal_-597_358.2",266,0,0.10768,-0.10768,1,-0.29182,3.08645,3,0,0.669172932330827,0.943609022556391,1,"gbm","unseen","class_0","class_0",0.129967971967176,0.453550094789808,"TN"
"1400","normal(0.6)-Normal_-277_166.2-266","normal(0.6)","Normal_-277_166.2",266,0,-0.0441,0.0441,1,-0.00376,3.16301,3,0,0.699248120300752,0.947368421052632,0.996240601503759,"gbm","unseen","class_0","class_0",0.0300129022789299,0.453550094789808,"TN"
"1401","close_normal-tukey(0.1)-272","close_normal","tukey(0.1)",272,0,0.01062,-0.01062,1,0.11065,3.14626,5,0,0.680147058823529,0.944852941176471,0.996323529411765,"gbm","unseen","class_1","class_0",0.0902320522098643,0.453550094789808,"FN"
"1406","sym_long_tail-t(1)-272","sym_long_tail","t(1)",272,0,-0.05765,0.05765,1,16.32841,268.43252,37,23,0.996323529411765,0.996323529411765,0.996323529411765,"gbm","unseen","class_1","class_1",0.990393249321393,0.453550094789808,"TP"
"1411","sym_short_tail-uniform(0,1)-272","sym_short_tail","uniform(0,1)",272,0,-0.11761,0.11761,1,0.20979,1.85347,0,0,0.577205882352941,1,1,"gbm","unseen","class_1","class_1",0.97564561402714,0.453550094789808,"TP"
"1416","asym_long_tail-Weibull(0.5,1)-272","asym_long_tail","Weibull(0.5,1)",272,0,-0.33372,0.33372,1,5.10177,36.74682,36,17,0.930147058823529,0.955882352941177,0.981617647058823,"gbm","unseen","class_1","class_1",0.990291054750816,0.453550094789808,"TP"
"1421","asym_short_tail-beta(2,1)-272","asym_short_tail","beta(2,1)",272,0,0.22632,-0.22632,1,-0.57801,2.45583,0,0,0.639705882352941,0.970588235294118,1,"gbm","unseen","class_1","class_1",0.895195271096258,0.453550094789808,"TP"
"1430","normal(0.6)-Normal_548_328.8-272","normal(0.6)","Normal_548_328.8",272,0,0.0455,-0.0455,1,-0.2159,3.01115,3,0,0.724264705882353,0.952205882352941,1,"gbm","unseen","class_0","class_0",0.0950614649834727,0.453550094789808,"TN"
"1435","normal(0.6)-Normal_-605_363-272","normal(0.6)","Normal_-605_363",272,0,-0.0319,0.0319,1,0.12235,3.09508,2,0,0.6875,0.944852941176471,0.996323529411765,"gbm","unseen","class_0","class_0",0.0593268453652548,0.453550094789808,"TN"
"1440","normal(0.6)-Normal_956_573.6-272","normal(0.6)","Normal_956_573.6",272,0,-0.00531,0.00531,1,-0.17349,3.61609,1,0,0.709558823529412,0.948529411764706,0.996323529411765,"gbm","unseen","class_0","class_1",0.596467436793275,0.453550094789808,"FP"
"1445","normal(0.6)-Normal_-597_358.2-272","normal(0.6)","Normal_-597_358.2",272,0,0.06245,-0.06245,1,-0.12537,2.71496,1,0,0.669117647058823,0.952205882352941,1,"gbm","unseen","class_0","class_0",0.143104546751141,0.453550094789808,"TN"
"1450","normal(0.6)-Normal_-277_166.2-272","normal(0.6)","Normal_-277_166.2",272,0,0.02507,-0.02507,1,0.02757,2.97626,2,0,0.691176470588235,0.944852941176471,0.996323529411765,"gbm","unseen","class_0","class_0",0.0995871148951086,0.453550094789808,"TN"
"1451","close_normal-tukey(0.1)-282","close_normal","tukey(0.1)",282,0,-0.04446,0.04446,1,0.0179,2.77244,1,0,0.698581560283688,0.953900709219858,0.99645390070922,"gbm","unseen","class_1","class_0",0.0769819426853803,0.453550094789808,"FN"
"1456","sym_long_tail-t(1)-282","sym_long_tail","t(1)",282,0,-0.05274,0.05274,1,16.51014,275.76599,46,28,0.99645390070922,0.99645390070922,0.99645390070922,"gbm","unseen","class_1","class_1",0.992804205456706,0.453550094789808,"TP"
"1461","sym_short_tail-uniform(0,1)-282","sym_short_tail","uniform(0,1)",282,0,0.02126,-0.02126,1,0.00568,1.81726,0,0,0.595744680851064,1,1,"gbm","unseen","class_1","class_1",0.97456731601753,0.453550094789808,"TP"
"1466","asym_long_tail-Weibull(0.5,1)-282","asym_long_tail","Weibull(0.5,1)",282,0,-0.38283,0.38283,1,3.82387,20.29591,37,22,0.914893617021277,0.953900709219858,0.971631205673759,"gbm","unseen","class_1","class_1",0.992727469795187,0.453550094789808,"TP"
"1471","asym_short_tail-beta(2,1)-282","asym_short_tail","beta(2,1)",282,0,0.13858,-0.13858,1,-0.57553,2.52401,0,0,0.638297872340426,0.953900709219858,1,"gbm","unseen","class_1","class_1",0.736860566367707,0.453550094789808,"TP"
"1480","normal(0.6)-Normal_548_328.8-282","normal(0.6)","Normal_548_328.8",282,0,0.04796,-0.04796,1,-0.20143,3.0391,5,0,0.716312056737589,0.946808510638298,1,"gbm","unseen","class_0","class_0",0.148703344971794,0.453550094789808,"TN"
"1485","normal(0.6)-Normal_-605_363-282","normal(0.6)","Normal_-605_363",282,0,-0.05869,0.05869,1,0.29168,3.55668,4,0,0.712765957446808,0.950354609929078,0.98936170212766,"gbm","unseen","class_0","class_1",0.864539110746326,0.453550094789808,"FP"
"1490","normal(0.6)-Normal_956_573.6-282","normal(0.6)","Normal_956_573.6",282,0,0.02244,-0.02244,1,-0.13766,3.14096,1,0,0.698581560283688,0.950354609929078,0.99645390070922,"gbm","unseen","class_0","class_0",0.0451572265264012,0.453550094789808,"TN"
"1495","normal(0.6)-Normal_-597_358.2-282","normal(0.6)","Normal_-597_358.2",282,0,-0.0385,0.0385,1,0.29228,2.92444,3,0,0.680851063829787,0.960992907801418,0.99290780141844,"gbm","unseen","class_0","class_1",0.483184462527436,0.453550094789808,"FP"
"1500","normal(0.6)-Normal_-277_166.2-282","normal(0.6)","Normal_-277_166.2",282,0,-0.01384,0.01384,1,-0.09514,2.95085,1,0,0.687943262411348,0.964539007092199,0.99645390070922,"gbm","unseen","class_0","class_0",0.0472636821638062,0.453550094789808,"TN"
"1501","close_normal-tukey(0.1)-284","close_normal","tukey(0.1)",284,0,0.10692,-0.10692,1,-0.21476,2.83769,0,0,0.679577464788732,0.947183098591549,1,"gbm","unseen","class_1","class_0",0.095103322886688,0.453550094789808,"FN"
"1506","sym_long_tail-t(1)-284","sym_long_tail","t(1)",284,0,-0.07306,0.07306,1,14.80016,231.31381,44,28,0.992957746478873,0.992957746478873,0.992957746478873,"gbm","unseen","class_1","class_1",0.995011817843236,0.453550094789808,"TP"
"1511","sym_short_tail-uniform(0,1)-284","sym_short_tail","uniform(0,1)",284,0,0.00961,-0.00961,1,0.03003,1.84549,0,0,0.591549295774648,1,1,"gbm","unseen","class_1","class_1",0.964817814419896,0.453550094789808,"TP"
"1516","asym_long_tail-Weibull(0.5,1)-284","asym_long_tail","Weibull(0.5,1)",284,0,-0.34606,0.34606,1,5.15949,40.52797,44,23,0.919014084507042,0.961267605633803,0.975352112676056,"gbm","unseen","class_1","class_1",0.994438167151006,0.453550094789808,"TP"
"1521","asym_short_tail-beta(2,1)-284","asym_short_tail","beta(2,1)",284,0,0.1792,-0.1792,1,-0.49696,2.1533,0,0,0.616197183098592,0.971830985915493,1,"gbm","unseen","class_1","class_1",0.944480328138191,0.453550094789808,"TP"
"1530","normal(0.6)-Normal_548_328.8-284","normal(0.6)","Normal_548_328.8",284,0,0.06193,-0.06193,1,-0.1482,2.87285,2,0,0.707746478873239,0.950704225352113,1,"gbm","unseen","class_0","class_0",0.0945522116777699,0.453550094789808,"TN"
"1535","normal(0.6)-Normal_-605_363-284","normal(0.6)","Normal_-605_363",284,0,-0.07365,0.07365,1,0.30072,3.49814,4,0,0.711267605633803,0.950704225352113,0.98943661971831,"gbm","unseen","class_0","class_1",0.734240355610887,0.453550094789808,"FP"
"1540","normal(0.6)-Normal_956_573.6-284","normal(0.6)","Normal_956_573.6",284,0,0.01009,-0.01009,1,-0.19166,3.15537,1,0,0.704225352112676,0.950704225352113,0.996478873239437,"gbm","unseen","class_0","class_0",0.0368573057624457,0.453550094789808,"TN"
"1545","normal(0.6)-Normal_-597_358.2-284","normal(0.6)","Normal_-597_358.2",284,0,0.0124,-0.0124,1,0.20316,2.97132,4,0,0.690140845070423,0.961267605633803,0.996478873239437,"gbm","unseen","class_0","class_0",0.137865826625664,0.453550094789808,"TN"
"1550","normal(0.6)-Normal_-277_166.2-284","normal(0.6)","Normal_-277_166.2",284,0,-0.02504,0.02504,1,-0.19004,2.86645,1,0,0.683098591549296,0.964788732394366,0.996478873239437,"gbm","unseen","class_0","class_0",0.0652010974732732,0.453550094789808,"TN"
"1551","close_normal-tukey(0.1)-292","close_normal","tukey(0.1)",292,0,0.10572,-0.10572,1,-0.24921,3.0069,4,0,0.671232876712329,0.948630136986301,0.996575342465753,"gbm","unseen","class_1","class_0",0.0632376664230933,0.453550094789808,"FN"
"1556","sym_long_tail-t(1)-292","sym_long_tail","t(1)",292,0,-0.07148,0.07148,1,15.01075,237.89663,46,29,0.993150684931507,0.993150684931507,0.993150684931507,"gbm","unseen","class_1","class_1",0.995011817843236,0.453550094789808,"TP"
"1561","sym_short_tail-uniform(0,1)-292","sym_short_tail","uniform(0,1)",292,0,0.02475,-0.02475,1,0.01876,1.90073,0,0,0.606164383561644,1,1,"gbm","unseen","class_1","class_1",0.977013826093202,0.453550094789808,"TP"
"1566","asym_long_tail-Weibull(0.5,1)-292","asym_long_tail","Weibull(0.5,1)",292,0,-0.34622,0.34622,1,5.35527,37.76783,28,12,0.934931506849315,0.979452054794521,0.982876712328767,"gbm","unseen","class_1","class_1",0.994574260077608,0.453550094789808,"TP"
"1571","asym_short_tail-beta(2,1)-292","asym_short_tail","beta(2,1)",292,0,0.12133,-0.12133,1,-0.56802,2.61608,0,0,0.64041095890411,0.952054794520548,1,"gbm","unseen","class_1","class_1",0.580597526643462,0.453550094789808,"TP"
"1580","normal(0.6)-Normal_548_328.8-292","normal(0.6)","Normal_548_328.8",292,0,0.05728,-0.05728,1,-0.20999,2.8686,3,0,0.695205479452055,0.958904109589041,1,"gbm","unseen","class_0","class_0",0.162442242089569,0.453550094789808,"TN"
"1585","normal(0.6)-Normal_-605_363-292","normal(0.6)","Normal_-605_363",292,0,-0.10687,0.10687,1,0.34929,3.38766,4,0,0.702054794520548,0.948630136986301,0.98972602739726,"gbm","unseen","class_0","class_1",0.815722477178839,0.453550094789808,"FP"
"1590","normal(0.6)-Normal_956_573.6-292","normal(0.6)","Normal_956_573.6",292,0,0.06016,-0.06016,1,-0.15156,2.70717,0,0,0.674657534246575,0.955479452054795,1,"gbm","unseen","class_0","class_0",0.212113063895537,0.453550094789808,"TN"
"1595","normal(0.6)-Normal_-597_358.2-292","normal(0.6)","Normal_-597_358.2",292,0,0.00174,-0.00174,1,0.05139,2.816,3,0,0.691780821917808,0.965753424657534,0.996575342465753,"gbm","unseen","class_0","class_0",0.107589066109662,0.453550094789808,"TN"
"1600","normal(0.6)-Normal_-277_166.2-292","normal(0.6)","Normal_-277_166.2",292,0,-0.05516,0.05516,1,-0.08938,2.50318,0,0,0.664383561643836,0.962328767123288,1,"gbm","unseen","class_0","class_1",0.552404512820518,0.453550094789808,"FP"
"1601","close_normal-tukey(0.1)-298","close_normal","tukey(0.1)",298,0,0.11113,-0.11113,1,-0.21464,3.04296,1,0,0.694630872483222,0.956375838926175,0.996644295302013,"gbm","unseen","class_1","class_0",0.0532235304937745,0.453550094789808,"FN"
