"","sample_id","dist_family","dist","size","mean","median","mean_median_diff","sd","skewness","kurtosis","outliers_minor_ratio","outliers_extream_ratio","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","model","test_set","actual","predicted","score","threshold","type"
"1349","normal(0.6)-Normal_-277_166.2-265","normal(0.6)","Normal_-277_166.2",265,-268.65256,-268.0223,0.00350584298996952,179.774166100205,0.05353,2.62088,0.00377358490566038,0,0.649056603773585,0.962264150943396,1,"rf","unseen","class_0","class_0",0.414,0.657,"TN"
"1351","close_normal-tukey(0.1)-266","close_normal","tukey(0.1)",266,0.07391,-0.00093,0.0467918471184272,1.59942392978385,0.22118,3.46995,0.0225563909774436,0,0.699248120300752,0.947368421052632,0.992481203007519,"rf","unseen","class_1","class_0",0.638,0.657,"FN"
"1356","sym_long_tail-t(1)-266","sym_long_tail","t(1)",266,11.55686,0.26408,0.0582850036725618,193.751038662389,16.14839,262.53417,0.131578947368421,0.0789473684210526,0.996240601503759,0.996240601503759,0.996240601503759,"rf","unseen","class_1","class_1",0.948,0.657,"TP"
"1361","sym_short_tail-uniform(0,1)-266","sym_short_tail","uniform(0,1)",266,5.19964,5.02037,0.0610910077114508,2.93447442947316,0.03116,1.74493,0,0,0.567669172932331,1,1,"rf","unseen","class_1","class_1",0.996,0.657,"TP"
"1366","asym_long_tail-Weibull(0.5,1)-266","asym_long_tail","Weibull(0.5,1)",266,2.35683,0.58436,0.353752088281377,5.01048632281193,4.46613,27.25262,0.109022556390977,0.0526315789473684,0.928571428571429,0.962406015037594,0.973684210526316,"rf","unseen","class_1","class_1",1,0.657,"TP"
"1371","asym_short_tail-beta(2,1)-266","asym_short_tail","beta(2,1)",266,0.67123,0.73423,0.278036592132293,0.226588879963051,-0.66945,2.57531,0,0,0.669172932330827,0.966165413533835,1,"rf","unseen","class_1","class_1",0.692,0.657,"TP"
"1379","normal(0.6)-Normal_548_328.8-266","normal(0.6)","Normal_548_328.8",266,558.31882,549.22294,0.0274697596793405,331.12339191088,0.13889,2.58784,0,0,0.691729323308271,0.973684210526316,1,"rf","unseen","class_0","class_0",0.402,0.657,"TN"
"1384","normal(0.6)-Normal_-605_363-266","normal(0.6)","Normal_-605_363",266,-616.3054,-622.68584,0.0198348458181265,321.678326038164,-0.19465,3.06351,0.0037593984962406,0,0.672932330827068,0.951127819548872,0.996240601503759,"rf","unseen","class_0","class_0",0.068,0.657,"TN"
"1389","normal(0.6)-Normal_956_573.6-266","normal(0.6)","Normal_956_573.6",266,969.33257,985.26569,0.027583921574546,577.623452014986,0.00909,2.76083,0.0037593984962406,0,0.672932330827068,0.954887218045113,1,"rf","unseen","class_0","class_0",0.092,0.657,"TN"
"1394","normal(0.6)-Normal_-597_358.2-266","normal(0.6)","Normal_-597_358.2",266,-601.03156,-567.46847,0.093901389738689,357.429108274118,-0.20223,2.39247,0,0,0.646616541353383,0.969924812030075,1,"rf","unseen","class_0","class_0",0.38,0.657,"TN"
"1399","normal(0.6)-Normal_-277_166.2-266","normal(0.6)","Normal_-277_166.2",266,-270.02982,-275.78763,0.0325851779854908,176.700277732526,0.01009,2.51898,0,0,0.639097744360902,0.958646616541353,1,"rf","unseen","class_0","class_0",0.46,0.657,"TN"
"1401","close_normal-tukey(0.1)-272","close_normal","tukey(0.1)",272,0.07536,0.09167,0.010626116529954,1.5348975285584,0.11065,3.14626,0.0183823529411765,0,0.680147058823529,0.944852941176471,0.996323529411765,"rf","unseen","class_1","class_0",0.262,0.657,"FN"
"1406","sym_long_tail-t(1)-272","sym_long_tail","t(1)",272,11.33927,0.29274,0.0576506213252032,191.611638280311,16.32841,268.43252,0.136029411764706,0.0845588235294118,0.996323529411765,0.996323529411765,0.996323529411765,"rf","unseen","class_1","class_1",0.958,0.657,"TP"
"1411","sym_short_tail-uniform(0,1)-272","sym_short_tail","uniform(0,1)",272,4.65996,4.32311,0.117612509481276,2.86406608859602,0.20979,1.85347,0,0,0.577205882352941,1,1,"rf","unseen","class_1","class_1",0.946,0.657,"TP"
"1416","asym_long_tail-Weibull(0.5,1)-272","asym_long_tail","Weibull(0.5,1)",272,2.13924,0.55557,0.333716682533488,4.74555238886231,5.10177,36.74682,0.132352941176471,0.0625,0.930147058823529,0.955882352941177,0.981617647058823,"rf","unseen","class_1","class_1",1,0.657,"TP"
"1421","asym_short_tail-beta(2,1)-272","asym_short_tail","beta(2,1)",272,0.66341,0.71452,0.226302695631531,0.225847950495552,-0.57801,2.45583,0,0,0.639705882352941,0.970588235294118,1,"rf","unseen","class_1","class_1",0.712,0.657,"TP"
"1429","normal(0.6)-Normal_548_328.8-272","normal(0.6)","Normal_548_328.8",272,550.72682,542.53226,0.0251827475765629,325.403730275506,0.16201,2.65016,0,0,0.691176470588235,0.955882352941177,1,"rf","unseen","class_0","class_0",0.476,0.657,"TN"
"1434","normal(0.6)-Normal_-605_363-272","normal(0.6)","Normal_-605_363",272,-625.79934,-639.43869,0.0410971981185952,331.880289275208,-0.09699,2.8102,0.00367647058823529,0,0.665441176470588,0.952205882352941,0.996323529411765,"rf","unseen","class_0","class_0",0.054,0.657,"TN"
"1439","normal(0.6)-Normal_956_573.6-272","normal(0.6)","Normal_956_573.6",272,996.24716,1021.78163,0.0433819814379327,588.596213304192,0.09026,2.80966,0,0,0.672794117647059,0.941176470588235,1,"rf","unseen","class_0","class_0",0.612,0.657,"TN"
"1444","normal(0.6)-Normal_-597_358.2-272","normal(0.6)","Normal_-597_358.2",272,-613.82486,-567.46847,0.134757798837762,343.99782721154,-0.31987,2.97405,0.0110294117647059,0,0.6875,0.955882352941177,0.996323529411765,"rf","unseen","class_0","class_0",0.178,0.657,"TN"
"1449","normal(0.6)-Normal_-277_166.2-272","normal(0.6)","Normal_-277_166.2",272,-270.78413,-277.92655,0.0407298522188953,175.360813037434,0.06341,2.93638,0.00367647058823529,0,0.672794117647059,0.952205882352941,1,"rf","unseen","class_0","class_0",0.038,0.657,"TN"
"1451","close_normal-tukey(0.1)-282","close_normal","tukey(0.1)",282,0.08928,0.02357,0.0444642807680648,1.47781542543682,0.0179,2.77244,0.00354609929078014,0,0.698581560283688,0.953900709219858,0.99645390070922,"rf","unseen","class_1","class_0",0.226,0.657,"FN"
"1456","sym_long_tail-t(1)-282","sym_long_tail","t(1)",282,10.08344,0.13253,0.0527401892432302,188.677935039403,16.51014,275.76599,0.163120567375887,0.099290780141844,0.99645390070922,0.99645390070922,0.99645390070922,"rf","unseen","class_1","class_1",0.954,0.657,"TP"
"1461","sym_short_tail-uniform(0,1)-282","sym_short_tail","uniform(0,1)",282,5.04398,5.10584,0.0212589642337934,2.90983132196376,0.00568,1.81726,0,0,0.595744680851064,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"1466","asym_long_tail-Weibull(0.5,1)-282","asym_long_tail","Weibull(0.5,1)",282,2.51292,0.50513,0.382832801363944,5.2445610534069,3.82387,20.29591,0.131205673758865,0.0780141843971631,0.914893617021277,0.953900709219858,0.971631205673759,"rf","unseen","class_1","class_1",1,0.657,"TP"
"1471","asym_short_tail-beta(2,1)-282","asym_short_tail","beta(2,1)",282,0.6842,0.71394,0.138580143867817,0.214605059353721,-0.57553,2.52401,0,0,0.638297872340426,0.953900709219858,1,"rf","unseen","class_1","class_0",0.584,0.657,"FN"
"1479","normal(0.6)-Normal_548_328.8-282","normal(0.6)","Normal_548_328.8",282,553.03781,553.35954,0.000981773049964551,327.70302669402,0.12512,2.7151,0.00354609929078014,0,0.698581560283688,0.960992907801418,1,"rf","unseen","class_0","class_0",0.334,0.657,"TN"
"1484","normal(0.6)-Normal_-605_363-282","normal(0.6)","Normal_-605_363",282,-623.24291,-651.72238,0.0847956563444006,335.860010144029,0.07578,2.81149,0.00354609929078014,0,0.677304964539007,0.953900709219858,0.99645390070922,"rf","unseen","class_0","class_0",0.152,0.657,"TN"
"1489","normal(0.6)-Normal_956_573.6-282","normal(0.6)","Normal_956_573.6",282,964.75919,949.78952,0.028164208358012,531.513963031078,0.16,3.08201,0.00709219858156028,0,0.705673758865248,0.943262411347518,1,"rf","unseen","class_0","class_0",0.232,0.657,"TN"
"1494","normal(0.6)-Normal_-597_358.2-282","normal(0.6)","Normal_-597_358.2",282,-595.78589,-562.09035,0.0933537571890566,360.944658411135,-0.26825,3.1342,0.0283687943262411,0,0.673758865248227,0.939716312056738,0.99645390070922,"rf","unseen","class_0","class_0",0.332,0.657,"TN"
"1499","normal(0.6)-Normal_-277_166.2-282","normal(0.6)","Normal_-277_166.2",282,-265.11436,-264.13302,0.00579222381017873,169.423701873445,-0.01141,3.24549,0.0177304964539007,0,0.712765957446808,0.939716312056738,0.99290780141844,"rf","unseen","class_0","class_0",0.418,0.657,"TN"
"1501","close_normal-tukey(0.1)-284","close_normal","tukey(0.1)",284,0.01361,0.1805,0.106927696708485,1.56077429082747,-0.21476,2.83769,0,0,0.679577464788732,0.947183098591549,1,"rf","unseen","class_1","class_0",0.308,0.657,"FN"
"1506","sym_long_tail-t(1)-284","sym_long_tail","t(1)",284,14.51622,0.1201,0.073064960420847,197.031790848578,14.80016,231.31381,0.154929577464789,0.0985915492957746,0.992957746478873,0.992957746478873,0.992957746478873,"rf","unseen","class_1","class_1",0.986,0.657,"TP"
"1511","sym_short_tail-uniform(0,1)-284","sym_short_tail","uniform(0,1)",284,4.83716,4.86432,0.00960702801785973,2.8270969908185,0.03003,1.84549,0,0,0.591549295774648,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"1516","asym_long_tail-Weibull(0.5,1)-284","asym_long_tail","Weibull(0.5,1)",284,2.11909,0.52351,0.346066367379813,4.61061851251447,5.15949,40.52797,0.154929577464789,0.0809859154929577,0.919014084507042,0.961267605633803,0.975352112676056,"rf","unseen","class_1","class_1",1,0.657,"TP"
"1521","asym_short_tail-beta(2,1)-284","asym_short_tail","beta(2,1)",284,0.66789,0.71084,0.179193567795489,0.239684942536656,-0.49696,2.1533,0,0,0.616197183098592,0.971830985915493,1,"rf","unseen","class_1","class_1",0.882,0.657,"TP"
"1529","normal(0.6)-Normal_548_328.8-284","normal(0.6)","Normal_548_328.8",284,549.20788,555.82889,0.0199028422650152,332.666556456523,0.04134,2.80655,0,0,0.707746478873239,0.961267605633803,1,"rf","unseen","class_0","class_0",0.132,0.657,"TN"
"1534","normal(0.6)-Normal_-605_363-284","normal(0.6)","Normal_-605_363",284,-613.97365,-642.59565,0.0846225774207821,338.231248354423,0.13784,2.82718,0.00352112676056338,0,0.669014084507042,0.950704225352113,0.996478873239437,"rf","unseen","class_0","class_0",0.18,0.657,"TN"
"1539","normal(0.6)-Normal_956_573.6-284","normal(0.6)","Normal_956_573.6",284,977.87527,958.31869,0.0369532875072793,529.224361868959,0.08825,3.107,0.00704225352112676,0,0.71830985915493,0.947183098591549,1,"rf","unseen","class_0","class_0",0.102,0.657,"TN"
"1544","normal(0.6)-Normal_-597_358.2-284","normal(0.6)","Normal_-597_358.2",284,-600.97369,-564.27227,0.101142885816219,362.867044022136,-0.28194,2.96694,0.00704225352112676,0,0.676056338028169,0.954225352112676,1,"rf","unseen","class_0","class_0",0.128,0.657,"TN"
"1549","normal(0.6)-Normal_-277_166.2-284","normal(0.6)","Normal_-277_166.2",284,-266.64838,-262.45254,0.0255523107699466,164.205892679378,0.03882,3.01391,0.0105633802816901,0,0.704225352112676,0.947183098591549,0.996478873239437,"rf","unseen","class_0","class_0",0.106,0.657,"TN"
"1551","close_normal-tukey(0.1)-292","close_normal","tukey(0.1)",292,0.01331,0.17678,0.105719877095939,1.54625605411605,-0.24921,3.0069,0.0136986301369863,0,0.671232876712329,0.948630136986301,0.996575342465753,"rf","unseen","class_1","class_0",0.086,0.657,"FN"
"1556","sym_long_tail-t(1)-292","sym_long_tail","t(1)",292,13.98289,0.09283,0.0714786438787999,194.324615664955,15.01075,237.89663,0.157534246575342,0.0993150684931507,0.993150684931507,0.993150684931507,0.993150684931507,"rf","unseen","class_1","class_1",0.986,0.657,"TP"
"1561","sym_short_tail-uniform(0,1)-292","sym_short_tail","uniform(0,1)",292,4.94484,5.01369,0.0247551003656306,2.78124503569333,0.01876,1.90073,0,0,0.606164383561644,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"1566","asym_long_tail-Weibull(0.5,1)-292","asym_long_tail","Weibull(0.5,1)",292,1.85864,0.42591,0.346224259068642,4.13815601441131,5.35527,37.76783,0.0958904109589041,0.0410958904109589,0.934931506849315,0.979452054794521,0.982876712328767,"rf","unseen","class_1","class_1",0.996,0.657,"TP"
"1571","asym_short_tail-beta(2,1)-292","asym_short_tail","beta(2,1)",292,0.67367,0.70095,0.121331269237883,0.224838989745625,-0.56802,2.61608,0,0,0.64041095890411,0.952054794520548,1,"rf","unseen","class_1","class_0",0.522,0.657,"FN"
"1579","normal(0.6)-Normal_548_328.8-292","normal(0.6)","Normal_548_328.8",292,549.78841,552.38895,0.00786519291073064,330.639061179549,0.06386,2.80084,0,0,0.712328767123288,0.962328767123288,1,"rf","unseen","class_0","class_0",0.204,0.657,"TN"
"1584","normal(0.6)-Normal_-605_363-292","normal(0.6)","Normal_-605_363",292,-602.27689,-625.79815,0.0674429214144506,348.758023921547,0.1304,2.84963,0.00342465753424658,0,0.664383561643836,0.948630136986301,0.996575342465753,"rf","unseen","class_0","class_0",0.134,0.657,"TN"
"1589","normal(0.6)-Normal_956_573.6-292","normal(0.6)","Normal_956_573.6",292,951.92821,936.86856,0.0279482292770633,538.840935170061,-0.10724,3.62647,0.00684931506849315,0,0.702054794520548,0.952054794520548,0.996575342465753,"rf","unseen","class_0","class_1",0.672,0.657,"FP"
"1594","normal(0.6)-Normal_-597_358.2-292","normal(0.6)","Normal_-597_358.2",292,-601.43799,-613.33888,0.0327193504149437,363.726353031893,0.21182,2.95138,0.0102739726027397,0,0.671232876712329,0.962328767123288,0.993150684931507,"rf","unseen","class_0","class_0",0.1,0.657,"TN"
"1599","normal(0.6)-Normal_-277_166.2-292","normal(0.6)","Normal_-277_166.2",292,-274.71967,-273.88332,0.00518946131369206,161.163163080786,-0.06337,3.0717,0.00342465753424658,0,0.688356164383562,0.965753424657534,0.996575342465753,"rf","unseen","class_0","class_0",0.118,0.657,"TN"
"1601","close_normal-tukey(0.1)-298","close_normal","tukey(0.1)",298,-0.05238,0.12491,0.111139621779195,1.59520067786651,-0.21464,3.04296,0.00335570469798658,0,0.694630872483222,0.956375838926175,0.996644295302013,"rf","unseen","class_1","class_0",0.136,0.657,"FN"
"1606","sym_long_tail-t(1)-298","sym_long_tail","t(1)",298,6.10211,0.06628,0.0799642482327422,75.4816075107996,11.81125,147.08967,0.161073825503356,0.0939597315436242,0.983221476510067,0.993288590604027,0.993288590604027,"rf","unseen","class_1","class_1",0.988,0.657,"TP"
"1611","sym_short_tail-uniform(0,1)-298","sym_short_tail","uniform(0,1)",298,4.84661,4.65601,0.0643750041505543,2.96077650813415,0.08057,1.78361,0,0,0.577181208053691,1,1,"rf","unseen","class_1","class_1",0.978,0.657,"TP"
"1616","asym_long_tail-Weibull(0.5,1)-298","asym_long_tail","Weibull(0.5,1)",298,2.08128,0.44352,0.347000375281425,4.71976434801184,4.67561,29.34298,0.10738255033557,0.063758389261745,0.926174496644295,0.966442953020134,0.973154362416107,"rf","unseen","class_1","class_1",1,0.657,"TP"
"1621","asym_short_tail-beta(2,1)-298","asym_short_tail","beta(2,1)",298,0.67906,0.73256,0.23090662561839,0.231695387071384,-0.58849,2.37619,0,0,0.640939597315436,0.959731543624161,1,"rf","unseen","class_1","class_1",0.744,0.657,"TP"
"1629","normal(0.6)-Normal_548_328.8-298","normal(0.6)","Normal_548_328.8",298,546.25089,552.67198,0.0198542959532881,323.410611744031,0.0054,2.9727,0.0100671140939597,0,0.711409395973154,0.942953020134228,1,"rf","unseen","class_0","class_0",0.262,0.657,"TN"
"1634","normal(0.6)-Normal_-605_363-298","normal(0.6)","Normal_-605_363",298,-583.9587,-596.82594,0.0377037709331956,341.271965151666,0.11649,2.68549,0.00335570469798658,0,0.664429530201342,0.942953020134228,1,"rf","unseen","class_0","class_0",0.408,0.657,"TN"
"1639","normal(0.6)-Normal_956_573.6-298","normal(0.6)","Normal_956_573.6",298,971.67378,981.36545,0.0171942152056125,563.658758722324,-0.15914,3.37978,0.00335570469798658,0,0.687919463087248,0.949664429530201,0.996644295302013,"rf","unseen","class_0","class_0",0.334,0.657,"TN"
"1644","normal(0.6)-Normal_-597_358.2-298","normal(0.6)","Normal_-597_358.2",298,-620.14446,-631.70829,0.030938662334477,373.766321083433,0.27778,2.86409,0.0100671140939597,0,0.681208053691275,0.963087248322148,0.993288590604027,"rf","unseen","class_0","class_0",0.124,0.657,"TN"
"1649","normal(0.6)-Normal_-277_166.2-298","normal(0.6)","Normal_-277_166.2",298,-281.22188,-286.44844,0.0321572822941509,162.531147756559,-0.17693,2.81073,0.00335570469798658,0,0.684563758389262,0.959731543624161,0.996644295302013,"rf","unseen","class_0","class_0",0.14,0.657,"TN"
"1651","close_normal-tukey(0.1)-306","close_normal","tukey(0.1)",306,0.13215,0.09333,0.024290340835646,1.59816612960127,0.1654,3.30232,0.0163398692810458,0,0.702614379084967,0.944444444444444,0.993464052287582,"rf","unseen","class_1","class_0",0.518,0.657,"FN"
"1656","sym_long_tail-t(1)-306","sym_long_tail","t(1)",306,6.34773,0.05685,0.0852885345201992,73.7599729599071,12.32528,156.86842,0.147058823529412,0.0947712418300654,0.993464052287582,0.993464052287582,0.993464052287582,"rf","unseen","class_1","class_1",0.986,0.657,"TP"
"1661","sym_short_tail-uniform(0,1)-306","sym_short_tail","uniform(0,1)",306,5.29413,5.59957,0.10852489174265,2.81446952026732,-0.13003,1.84252,0,0,0.598039215686274,1,1,"rf","unseen","class_1","class_1",0.978,0.657,"TP"
"1666","asym_long_tail-Weibull(0.5,1)-306","asym_long_tail","Weibull(0.5,1)",306,2.13075,0.41233,0.34996910265791,4.9102048922294,5.5665,44.87086,0.137254901960784,0.0784313725490196,0.92156862745098,0.967320261437909,0.980392156862745,"rf","unseen","class_1","class_1",1,0.657,"TP"
"1671","asym_short_tail-beta(2,1)-306","asym_short_tail","beta(2,1)",306,0.67399,0.72687,0.220589721790745,0.239721051238112,-0.59089,2.41961,0,0,0.598039215686274,0.967320261437909,1,"rf","unseen","class_1","class_1",0.798,0.657,"TP"
"1679","normal(0.6)-Normal_548_328.8-306","normal(0.6)","Normal_548_328.8",306,552.54098,556.9595,0.0137078167264446,322.335794837118,-0.0736,3.04935,0.00980392156862745,0,0.702614379084967,0.947712418300654,1,"rf","unseen","class_0","class_0",0.054,0.657,"TN"
"1684","normal(0.6)-Normal_-605_363-306","normal(0.6)","Normal_-605_363",306,-571.80833,-582.55255,0.030828856470776,348.511791547797,0.07083,3.03863,0.0065359477124183,0,0.683006535947712,0.944444444444444,0.996732026143791,"rf","unseen","class_0","class_0",0.16,0.657,"TN"
"1689","normal(0.6)-Normal_956_573.6-306","normal(0.6)","Normal_956_573.6",306,991.15169,1009.80063,0.0304775290019346,611.891469246609,-0.20941,3.12635,0.00326797385620915,0,0.702614379084967,0.947712418300654,0.996732026143791,"rf","unseen","class_0","class_0",0.148,0.657,"TN"
"1694","normal(0.6)-Normal_-597_358.2-306","normal(0.6)","Normal_-597_358.2",306,-630.02827,-635.38609,0.0142553218870521,375.847002435376,0.05435,2.838,0.00980392156862745,0,0.69281045751634,0.964052287581699,0.996732026143791,"rf","unseen","class_0","class_0",0.118,0.657,"TN"
"1699","normal(0.6)-Normal_-277_166.2-306","normal(0.6)","Normal_-277_166.2",306,-274.25697,-279.46401,0.0326591572508678,159.435834795204,-0.09668,2.65835,0,0,0.666666666666667,0.957516339869281,1,"rf","unseen","class_0","class_0",0.3,0.657,"TN"
"1701","close_normal-tukey(0.1)-310","close_normal","tukey(0.1)",310,-0.05693,-0.02023,0.0239245088843514,1.53399178129022,-0.01272,2.68924,0,0,0.661290322580645,0.958064516129032,1,"rf","unseen","class_1","class_0",0.396,0.657,"FN"
"1706","sym_long_tail-t(1)-310","sym_long_tail","t(1)",310,2.77598,0.08217,0.0598024417026004,45.045150721377,17.15305,299.51452,0.148387096774194,0.0806451612903226,0.996774193548387,0.996774193548387,0.996774193548387,"rf","unseen","class_1","class_1",0.948,0.657,"TP"
"1711","sym_short_tail-uniform(0,1)-310","sym_short_tail","uniform(0,1)",310,4.93314,4.76303,0.0584778879649411,2.90896278781452,0.00683,1.86635,0,0,0.574193548387097,1,1,"rf","unseen","class_1","class_1",0.994,0.657,"TP"
"1716","asym_long_tail-Weibull(0.5,1)-310","asym_long_tail","Weibull(0.5,1)",310,2.0534,0.47757,0.356478983369098,4.42054110766015,4.1233,23.1333,0.145161290322581,0.0838709677419355,0.916129032258065,0.964516129032258,0.974193548387097,"rf","unseen","class_1","class_1",1,0.657,"TP"
"1721","asym_short_tail-beta(2,1)-310","asym_short_tail","beta(2,1)",310,0.66083,0.68588,0.104987934616041,0.238598845587468,-0.50177,2.40156,0,0,0.616129032258064,0.964516129032258,1,"rf","unseen","class_1","class_1",0.776,0.657,"TP"
"1729","normal(0.6)-Normal_548_328.8-310","normal(0.6)","Normal_548_328.8",310,554.40348,552.67198,0.00544092420365518,318.236375878343,-0.05779,3.1003,0.00967741935483871,0,0.712903225806452,0.948387096774194,1,"rf","unseen","class_0","class_0",0.068,0.657,"TN"
"1734","normal(0.6)-Normal_-605_363-310","normal(0.6)","Normal_-605_363",310,-573.51349,-586.08997,0.0355239813261674,354.027885684535,0.04926,3.09853,0.00645161290322581,0,0.703225806451613,0.941935483870968,0.996774193548387,"rf","unseen","class_0","class_0",0.282,0.657,"TN"
"1739","normal(0.6)-Normal_956_573.6-310","normal(0.6)","Normal_956_573.6",310,1026.22913,1039.41518,0.0220434037692159,598.185749263215,-0.13537,2.70835,0,0,0.674193548387097,0.951612903225806,1,"rf","unseen","class_0","class_0",0.108,0.657,"TN"
"1744","normal(0.6)-Normal_-597_358.2-310","normal(0.6)","Normal_-597_358.2",310,-642.5621,-642.44459,0.00031824239774885,369.246840871199,0.02753,2.82432,0.00967741935483871,0,0.664516129032258,0.970967741935484,0.996774193548387,"rf","unseen","class_0","class_0",0.056,0.657,"TN"
"1749","normal(0.6)-Normal_-277_166.2-310","normal(0.6)","Normal_-277_166.2",310,-286.38905,-293.6219,0.0442635670664834,163.404137518703,-0.00855,2.66894,0,0,0.651612903225806,0.961290322580645,1,"rf","unseen","class_0","class_0",0.204,0.657,"TN"
"1751","close_normal-tukey(0.1)-317","close_normal","tukey(0.1)",317,0.09814,-0.00348,0.0660725849832719,1.53800551356857,0.14025,2.98024,0.00946372239747634,0,0.668769716088328,0.962145110410095,1,"rf","unseen","class_1","class_0",0.176,0.657,"FN"
"1756","sym_long_tail-t(1)-317","sym_long_tail","t(1)",317,2.78434,0.09406,0.0604348314420065,44.5153884905198,17.37945,307.03599,0.151419558359621,0.082018927444795,0.996845425867508,0.996845425867508,0.996845425867508,"rf","unseen","class_1","class_1",0.952,0.657,"TP"
"1761","sym_short_tail-uniform(0,1)-317","sym_short_tail","uniform(0,1)",317,4.80516,4.87426,0.0245303801744146,2.81691516840296,0.09773,1.81905,0,0,0.574132492113565,1,1,"rf","unseen","class_1","class_1",0.998,0.657,"TP"
"1766","asym_long_tail-Weibull(0.5,1)-317","asym_long_tail","Weibull(0.5,1)",317,2.4861,0.51436,0.382948898078338,5.14883319914046,3.62059,17.90425,0.1198738170347,0.0725552050473186,0.914826498422713,0.952681388012618,0.971608832807571,"rf","unseen","class_1","class_1",1,0.657,"TP"
"1771","asym_short_tail-beta(2,1)-317","asym_short_tail","beta(2,1)",317,0.66552,0.71547,0.211525736492602,0.236141477761724,-0.61682,2.50445,0,0,0.649842271293375,0.958990536277603,1,"rf","unseen","class_1","class_1",0.74,0.657,"TP"
"1779","normal(0.6)-Normal_548_328.8-317","normal(0.6)","Normal_548_328.8",317,554.21038,561.39086,0.021992397031965,326.498288911548,-0.11865,3.13822,0.0126182965299685,0,0.725552050473186,0.943217665615142,1,"rf","unseen","class_0","class_0",0.358,0.657,"TN"
"1784","normal(0.6)-Normal_-605_363-317","normal(0.6)","Normal_-605_363",317,-566.24204,-589.38269,0.0608464787820575,380.312065105463,0.2473,3.30333,0.0126182965299685,0,0.703470031545741,0.958990536277603,0.990536277602524,"rf","unseen","class_0","class_0",0.516,0.657,"TN"
"1789","normal(0.6)-Normal_956_573.6-317","normal(0.6)","Normal_956_573.6",317,1014.72944,1026.95398,0.0204618425685351,597.431045569578,-0.03838,2.82212,0.00315457413249211,0,0.684542586750789,0.949526813880126,1,"rf","unseen","class_0","class_0",0.09,0.657,"TN"
"1794","normal(0.6)-Normal_-597_358.2-317","normal(0.6)","Normal_-597_358.2",317,-636.77298,-652.80827,0.043580872528507,367.943298737561,0.15518,2.90312,0.00630914826498423,0,0.665615141955836,0.952681388012618,0.996845425867508,"rf","unseen","class_0","class_0",0.108,0.657,"TN"
"1799","normal(0.6)-Normal_-277_166.2-317","normal(0.6)","Normal_-277_166.2",317,-285.46067,-281.05165,0.0253543362656724,173.896092321274,-0.04976,2.8946,0.00315457413249211,0,0.681388012618297,0.946372239747634,0.996845425867508,"rf","unseen","class_0","class_0",0.098,0.657,"TN"
"1801","close_normal-tukey(0.1)-330","close_normal","tukey(0.1)",330,-0.02021,0.02176,0.0280461741141719,1.49646079458632,-0.06351,2.95281,0.0121212121212121,0,0.681818181818182,0.945454545454545,1,"rf","unseen","class_1","class_0",0.194,0.657,"FN"
"1806","sym_long_tail-t(1)-330","sym_long_tail","t(1)",330,-2.6096,0.03388,0.0553173904960994,47.7875036456465,-17.82151,321.69776,0.148484848484848,0.0757575757575758,0.996969696969697,0.996969696969697,0.996969696969697,"rf","unseen","class_1","class_1",0.908,0.657,"TP"
"1811","sym_short_tail-uniform(0,1)-330","sym_short_tail","uniform(0,1)",330,5.03474,5.17879,0.0496689791134067,2.90020053907486,-0.01745,1.80307,0,0,0.587878787878788,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"1816","asym_long_tail-Weibull(0.5,1)-330","asym_long_tail","Weibull(0.5,1)",330,1.56093,0.41772,0.37844468135382,3.02081137964567,3.93673,22.57297,0.106060606060606,0.0636363636363636,0.915151515151515,0.954545454545455,0.972727272727273,"rf","unseen","class_1","class_1",1,0.657,"TP"
"1821","asym_short_tail-beta(2,1)-330","asym_short_tail","beta(2,1)",330,0.67184,0.74417,0.289939421894308,0.24946590404104,-0.60372,2.29715,0,0,0.609090909090909,0.960606060606061,1,"rf","unseen","class_1","class_1",0.772,0.657,"TP"
"1829","normal(0.6)-Normal_548_328.8-330","normal(0.6)","Normal_548_328.8",330,552.90859,563.96401,0.0335474166837343,329.546090067804,-0.1393,3.00686,0.0121212121212121,0,0.721212121212121,0.948484848484848,1,"rf","unseen","class_0","class_0",0.094,0.657,"TN"
"1834","normal(0.6)-Normal_-605_363-330","normal(0.6)","Normal_-605_363",330,-580.93304,-618.63666,0.100392461161304,375.562263977375,0.30373,3.44294,0.0121212121212121,0,0.718181818181818,0.939393939393939,0.990909090909091,"rf","unseen","class_0","class_0",0.61,0.657,"TN"
"1839","normal(0.6)-Normal_956_573.6-330","normal(0.6)","Normal_956_573.6",330,1016.18549,1028.77314,0.0234723005240913,536.276790895738,-0.02827,2.74084,0.00606060606060606,0,0.66969696969697,0.963636363636364,1,"rf","unseen","class_0","class_0",0.138,0.657,"TN"
"1844","normal(0.6)-Normal_-597_358.2-330","normal(0.6)","Normal_-597_358.2",330,-593.74523,-606.38164,0.0341220349058,370.329906609762,0.1094,2.897,0.00909090909090909,0,0.666666666666667,0.954545454545455,0.996969696969697,"rf","unseen","class_0","class_0",0.062,0.657,"TN"
