"","sample_id","dist_family","dist","size","mean","median","mean_median_diff","sd","skewness","kurtosis","outliers_minor_ratio","outliers_extream_ratio","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","alternative"
"314","sym_short_tail-tukey(1.5)-65","sym_short_tail","tukey(1.5)",65,0.07217,0.12033,0.110509058109471,0.435801379759227,-0.20838,1.61902,0,0,0.538461538461538,1,1,1
"315","sym_short_tail-truncatednormal(2,2)-65","sym_short_tail","truncatednormal(2,2)",65,-1.81132,-1.86419,0.0317174815322838,1.66690409975288,-0.3134,3.33051,0.0153846153846154,0,0.753846153846154,0.938461538461538,1,1
"316","asym_long_tail-Weibull(0.5,1)-65","asym_long_tail","Weibull(0.5,1)",65,2.42882,0.59969,0.418458499528495,4.37111446430412,2.79877,11.026,0.0615384615384615,0.0307692307692308,0.923076923076923,0.938461538461538,0.969230769230769,1
"317","asym_long_tail-Weibull(2,1)-65","asym_long_tail","Weibull(2,1)",65,0.87847,0.88194,0.00854955040077602,0.405869295733377,0.41187,3.23534,0.0153846153846154,0,0.692307692307692,0.969230769230769,1,1
"318","asym_long_tail-lognormal(0,1)-65","asym_long_tail","lognormal(0,1)",65,2.56901,0.88607,0.267676471651267,6.2872167643952,5.03928,29.13015,0.138461538461538,0.0923076923076923,0.953846153846154,0.969230769230769,0.969230769230769,1
"319","asym_long_tail-chisquared(4)-65","asym_long_tail","chisquared(4)",65,4.4457,3.44368,0.31190281770344,3.2126032312819,1.34772,4.71269,0.0615384615384615,0,0.784615384615385,0.938461538461538,0.984615384615385,1
"320","asym_long_tail-chisquared(10)-65","asym_long_tail","chisquared(10)",65,10.27894,9.41606,0.200148258851706,4.31120412913173,0.98826,4.37063,0.0153846153846154,0,0.707692307692308,0.984615384615385,0.984615384615385,1
"321","asym_short_tail-beta(2,1)-65","asym_short_tail","beta(2,1)",65,0.58812,0.59577,0.0337923181739504,0.226382811638452,-0.10801,2.09954,0,0,0.630769230769231,1,1,1
"322","asym_short_tail-beta(3,2)-65","asym_short_tail","beta(3,2)",65,0.58826,0.61522,0.129183723639263,0.208695021636657,-0.31582,2.30954,0,0,0.630769230769231,0.969230769230769,1,1
"323","asym_short_tail-lognormal(0,0.15)-65","asym_short_tail","lognormal(0,0.15)",65,0.99599,0.96806,0.201559235374257,0.138569686217252,0.66032,3.29357,0.0153846153846154,0,0.661538461538462,0.969230769230769,0.984615384615385,1
"324","asym_short_tail-lognormal(0,0.25)-65","asym_short_tail","lognormal(0,0.25)",65,1.04833,1.00687,0.168492935384275,0.246063729054538,0.03577,2.74498,0,0,0.661538461538462,0.923076923076923,1,1
"325","asym_short_tail-lognormal(0,0.35)-65","asym_short_tail","lognormal(0,0.35)",65,1.01619,0.91019,0.284594746492083,0.372459440332461,1.20302,4.94513,0.0307692307692308,0,0.707692307692308,0.969230769230769,0.969230769230769,1
"326","normal(0.01)-Normal_548_5.48-65","normal(0.01)","Normal_548_5.48",65,549.04203,549.40744,0.0636727770103918,5.73887330122825,-0.29675,2.71812,0,0,0.707692307692308,0.938461538461538,1,0
"327","normal(0.1)-Normal_548_54.8-65","normal(0.1)","Normal_548_54.8",65,544.01205,556.33604,0.26134952230249,47.1552038489515,0.06203,2.25485,0,0,0.676923076923077,0.953846153846154,1,0
"328","normal(0.3)-Normal_548_164.4-65","normal(0.3)","Normal_548_164.4",65,594.68754,608.38937,0.0861827348469522,158.985787864964,-0.34176,3.76862,0.0153846153846154,0,0.738461538461539,0.923076923076923,0.984615384615385,0
"329","normal(0.6)-Normal_548_328.8-65","normal(0.6)","Normal_548_328.8",65,550.63994,503.94409,0.177295192614643,263.379109784973,0.35588,2.50165,0,0,0.661538461538462,0.953846153846154,1,0
"330","normal(1)-Normal_548_548-65","normal(1)","Normal_548_548",65,552.90288,518.37698,0.0673424683059024,512.691335327456,0.51885,3.76069,0.0307692307692308,0,0.692307692307692,0.938461538461538,1,0
"331","normal(0.01)-Normal_-605_6.05-65","normal(0.01)","Normal_-605_6.05",65,-603.839,-604.47401,0.111923545974394,5.67360508882772,0.52648,2.72889,0.0153846153846154,0,0.676923076923077,0.953846153846154,1,0
"332","normal(0.1)-Normal_-605_60.5-65","normal(0.1)","Normal_-605_60.5",65,-605.26643,-597.91403,0.12008652084126,61.2258557287957,-0.27717,2.48132,0,0,0.692307692307692,0.969230769230769,1,0
"333","normal(0.3)-Normal_-605_181.5-65","normal(0.3)","Normal_-605_181.5",65,-666.56232,-678.08809,0.0623322333875418,184.908664002782,0.05138,2.23723,0,0,0.661538461538462,0.984615384615385,1,0
"334","normal(0.6)-Normal_-605_363-65","normal(0.6)","Normal_-605_363",65,-590.96434,-561.79112,0.0788378580891583,370.040748278674,0.08658,2.74691,0,0,0.661538461538462,0.969230769230769,1,0
"335","normal(1)-Normal_-605_605-65","normal(1)","Normal_-605_605",65,-614.28751,-684.86132,0.10432248974285,676.496603694574,-0.07287,2.54388,0,0,0.630769230769231,0.969230769230769,1,0
"336","normal(0.01)-Normal_956_9.56-65","normal(0.01)","Normal_956_9.56",65,957.29218,956.82974,0.0508478080074321,9.09459066421159,0.25662,2.76755,0,0,0.676923076923077,0.938461538461538,1,0
"337","normal(0.1)-Normal_956_95.6-65","normal(0.1)","Normal_956_95.6",65,964.54654,955.89389,0.0976379686055309,88.6197257437599,-0.15124,3.42051,0,0,0.753846153846154,0.923076923076923,1,0
"338","normal(0.3)-Normal_956_286.8-65","normal(0.3)","Normal_956_286.8",65,1080.1619,1062.17534,0.069729810398495,257.946492285146,-0.08381,2.24957,0,0,0.646153846153846,0.969230769230769,1,0
"339","normal(0.6)-Normal_956_573.6-65","normal(0.6)","Normal_956_573.6",65,959.32997,850.22089,0.184616893824832,591.002685287972,0.21737,2.20693,0,0,0.646153846153846,1,1,0
"340","normal(1)-Normal_956_956-65","normal(1)","Normal_956_956",65,912.20462,912.50209,0.000313723700037296,948.191035502296,0.27898,2.81058,0,0,0.707692307692308,0.953846153846154,1,0
"341","normal(0.01)-Normal_-597_5.97-65","normal(0.01)","Normal_-597_5.97",65,-597.72907,-598.28224,0.0908729976798913,6.08728680821795,0.09354,3.32987,0.0307692307692308,0,0.692307692307692,0.938461538461538,1,0
"342","normal(0.1)-Normal_-597_59.7-65","normal(0.1)","Normal_-597_59.7",65,-588.67554,-589.88165,0.0206539336576224,58.3961399311925,0.17556,2.59415,0,0,0.692307692307692,0.969230769230769,1,0
"343","normal(0.3)-Normal_-597_179.1-65","normal(0.3)","Normal_-597_179.1",65,-590.62466,-582.11633,0.048960211995863,173.780497533771,-0.44376,2.95335,0.0153846153846154,0,0.707692307692308,0.969230769230769,1,0
"344","normal(0.6)-Normal_-597_358.2-65","normal(0.6)","Normal_-597_358.2",65,-570.40622,-566.5752,0.0112619932629709,340.172464193905,-0.2578,3.68169,0.0307692307692308,0,0.753846153846154,0.953846153846154,1,0
"345","normal(1)-Normal_-597_597-65","normal(1)","Normal_-597_597",65,-672.83446,-624.40778,0.0742272878622803,652.410742661781,-0.0357,2.70126,0,0,0.676923076923077,0.923076923076923,1,0
"346","normal(0.01)-Normal_-277_2.77-65","normal(0.01)","Normal_-277_2.77",65,-276.7861,-276.74202,0.017969364434387,2.45306394452092,-0.23606,2.49249,0,0,0.676923076923077,0.953846153846154,1,0
"347","normal(0.1)-Normal_-277_27.7-65","normal(0.1)","Normal_-277_27.7",65,-278.89535,-275.85586,0.102800250716989,29.5669512360214,-0.16438,2.47813,0,0,0.646153846153846,0.969230769230769,1,0
"348","normal(0.3)-Normal_-277_83.1-65","normal(0.3)","Normal_-277_83.1",65,-270.78884,-277.52847,0.0744509622253145,90.5244176643892,-0.02617,2.85592,0,0,0.6,0.969230769230769,1,0
"349","normal(0.6)-Normal_-277_166.2-65","normal(0.6)","Normal_-277_166.2",65,-235.7145,-254.97123,0.125284297575261,153.704258017107,0.20259,2.51593,0,0,0.646153846153846,0.969230769230769,1,0
"350","normal(1)-Normal_-277_277-65","normal(1)","Normal_-277_277",65,-315.19159,-319.581,0.0143846379567448,305.145670902467,0.38043,3.36892,0.0153846153846154,0,0.723076923076923,0.953846153846154,0.984615384615385,0
"351","close_normal-tukey(0.1)-72","close_normal","tukey(0.1)",72,0.25175,0.04285,0.141705175484733,1.47418751139761,0.28093,2.82572,0,0,0.722222222222222,0.930555555555556,1,1
"352","close_normal-tukey(0.2)-72","close_normal","tukey(0.2)",72,-0.03275,-0.18981,0.113763379918662,1.38058486054383,0.16453,2.7959,0,0,0.708333333333333,0.930555555555556,1,1
"353","close_normal-tukey(5)-72","close_normal","tukey(5)",72,-0.00873,-0.00234,0.0706831076361015,0.0904034954560528,0.16837,2.59986,0,0,0.694444444444444,0.958333333333333,1,1
"354","close_normal-t(10)-72","close_normal","t(10)",72,-0.01797,-0.02654,0.00815081344773995,1.05142879970787,0.14492,2.65767,0,0,0.694444444444444,0.972222222222222,1,1
"355","close_normal-laplace(0,10)-72","close_normal","laplace(0,10)",72,-0.04661,0.13626,0.0138166355004909,13.2354942701863,-0.30481,3.6942,0.0555555555555556,0,0.722222222222222,0.944444444444444,1,1
"356","sym_long_tail-t(1)-72","sym_long_tail","t(1)",72,-1.39414,-0.30041,0.0207884794380158,52.612313625974,-0.51502,34.92769,0.166666666666667,0.0972222222222222,0.972222222222222,0.972222222222222,0.972222222222222,1
"357","sym_long_tail-t(2)-72","sym_long_tail","t(2)",72,0.14793,-0.0099,0.083703941725026,1.88557428416554,-0.89929,9.14037,0.0833333333333333,0.0138888888888889,0.805555555555556,0.944444444444444,0.986111111111111,1
"358","sym_long_tail-t(4)-72","sym_long_tail","t(4)",72,0.04492,0.1347,0.0772775911940539,1.16178569508657,-0.37153,5.88005,0.0833333333333333,0.0416666666666667,0.736111111111111,0.944444444444444,0.972222222222222,1
"359","sym_long_tail-t(7)-72","sym_long_tail","t(7)",72,-0.08285,0.0205,0.0977668170985742,1.05710713580658,-0.13016,3.84639,0.0277777777777778,0,0.736111111111111,0.944444444444444,1,1
"360","sym_long_tail-tukey(10)-72","sym_long_tail","tukey(10)",72,6e-04,-0.00014,0.0257226537371302,0.0287684158703977,0.1542,6.78607,0.277777777777778,0.25,0.847222222222222,0.888888888888889,0.972222222222222,1
"361","sym_short_tail-uniform(0,1)-72","sym_short_tail","uniform(0,1)",72,4.63794,4.51526,0.0410874756010135,2.98582471192206,0.25093,1.91603,0,0,0.555555555555556,1,1,1
"362","sym_short_tail-beta(1.3,1.3)-72","sym_short_tail","beta(1.3,1.3)",72,0.47146,0.44683,0.0897658841437986,0.274380408937369,0.11974,1.98708,0,0,0.652777777777778,1,1,1
"363","sym_short_tail-beta(1.5,1.5)-72","sym_short_tail","beta(1.5,1.5)",72,0.52814,0.4969,0.133385067606328,0.234209125208841,0.04726,1.99579,0,0,0.652777777777778,1,1,1
"364","sym_short_tail-tukey(1.5)-72","sym_short_tail","tukey(1.5)",72,0.07382,0.10288,0.0748787218367177,0.388094231407541,-0.1662,1.69397,0,0,0.527777777777778,1,1,1
"365","sym_short_tail-truncatednormal(2,2)-72","sym_short_tail","truncatednormal(2,2)",72,-2.48335,-2.57019,0.0446101289436625,1.94664310676324,0.54694,3.52971,0.0138888888888889,0,0.736111111111111,0.930555555555556,0.986111111111111,1
"366","asym_long_tail-Weibull(0.5,1)-72","asym_long_tail","Weibull(0.5,1)",72,2.57665,0.68745,0.341793769181141,5.52730965378945,3.63668,17.21567,0.111111111111111,0.0833333333333333,0.916666666666667,0.930555555555556,0.972222222222222,1
"367","asym_long_tail-Weibull(2,1)-72","asym_long_tail","Weibull(2,1)",72,0.8293,0.79021,0.0828825609387389,0.471631179795382,0.75501,3.89726,0.0138888888888889,0,0.694444444444444,0.958333333333333,0.986111111111111,1
"368","asym_long_tail-lognormal(0,1)-72","asym_long_tail","lognormal(0,1)",72,1.43419,0.89235,0.331888496292297,1.63259650772227,3.21067,16.05592,0.0555555555555556,0.0277777777777778,0.930555555555556,0.958333333333333,0.972222222222222,1
"369","asym_long_tail-chisquared(4)-72","asym_long_tail","chisquared(4)",72,3.6398,2.95013,0.299342447734812,2.30394989156693,0.80109,2.56328,0,0,0.694444444444444,0.972222222222222,1,1
"370","asym_long_tail-chisquared(10)-72","asym_long_tail","chisquared(10)",72,10.00681,8.66653,0.285913913449777,4.68770471443123,1.22235,4.63179,0.0138888888888889,0,0.75,0.944444444444444,0.986111111111111,1
"371","asym_short_tail-beta(2,1)-72","asym_short_tail","beta(2,1)",72,0.70455,0.74748,0.187128472975113,0.2294145798203,-0.70964,2.71267,0,0,0.652777777777778,0.972222222222222,1,1
"372","asym_short_tail-beta(3,2)-72","asym_short_tail","beta(3,2)",72,0.58746,0.59344,0.0338809614942248,0.176500303895428,-0.21335,2.13366,0,0,0.611111111111111,0.972222222222222,1,1
"373","asym_short_tail-lognormal(0,0.15)-72","asym_short_tail","lognormal(0,0.15)",72,1.00132,0.99388,0.052274359877767,0.142325989594075,0.24264,2.65332,0,0,0.708333333333333,0.972222222222222,1,1
"374","asym_short_tail-lognormal(0,0.25)-72","asym_short_tail","lognormal(0,0.25)",72,1.01631,0.96379,0.207504233202784,0.253103270180877,0.70801,3.06211,0.0138888888888889,0,0.722222222222222,0.944444444444444,0.986111111111111,1
"375","asym_short_tail-lognormal(0,0.35)-72","asym_short_tail","lognormal(0,0.35)",72,1.04298,0.99203,0.16438579853011,0.309941615733112,0.39063,2.98948,0.0277777777777778,0,0.666666666666667,0.972222222222222,1,1
"376","normal(0.01)-Normal_548_5.48-72","normal(0.01)","Normal_548_5.48",72,548.60823,549.18173,0.0997044515433216,5.75199994707139,-0.19132,2.56504,0,0,0.666666666666667,0.944444444444444,1,0
"377","normal(0.1)-Normal_548_54.8-72","normal(0.1)","Normal_548_54.8",72,552.01101,558.49106,0.14180016025671,45.6984673943148,-0.04651,2.27901,0,0,0.680555555555556,1,1,0
"378","normal(0.3)-Normal_548_164.4-72","normal(0.3)","Normal_548_164.4",72,575.37256,549.65666,0.158945462354311,161.790714998053,-0.03058,3.3422,0.0138888888888889,0,0.75,0.930555555555556,1,0
"379","normal(0.6)-Normal_548_328.8-72","normal(0.6)","Normal_548_328.8",72,570.15933,534.45621,0.136300927762686,261.943338068561,0.07697,2.3509,0,0,0.708333333333333,0.972222222222222,1,0
"380","normal(1)-Normal_548_548-72","normal(1)","Normal_548_548",72,566.88144,586.09439,0.0381157479634695,504.068555034361,0.50157,3.6591,0.0277777777777778,0,0.708333333333333,0.930555555555556,1,0
"381","normal(0.01)-Normal_-605_6.05-72","normal(0.01)","Normal_-605_6.05",72,-604.62247,-604.8322,0.0327593106634201,6.4021493661682,0.06187,2.73326,0,0,0.722222222222222,0.958333333333333,1,0
"382","normal(0.1)-Normal_-605_60.5-72","normal(0.1)","Normal_-605_60.5",72,-619.2332,-613.91654,0.087538904991055,60.7348241395438,0.07059,2.30035,0,0,0.638888888888889,0.972222222222222,1,0
"383","normal(0.3)-Normal_-605_181.5-72","normal(0.3)","Normal_-605_181.5",72,-614.5782,-599.44878,0.0794004678199971,190.545728701483,0.05716,2.77811,0,0,0.680555555555556,0.944444444444444,1,0
"384","normal(0.6)-Normal_-605_363-72","normal(0.6)","Normal_-605_363",72,-593.38982,-634.28876,0.105602824165065,387.290210497326,-0.12584,2.65502,0,0,0.638888888888889,0.972222222222222,1,0
"385","normal(1)-Normal_-605_605-72","normal(1)","Normal_-605_605",72,-536.01549,-575.53469,0.0670495748719492,589.402693089009,0.25983,2.73492,0,0,0.694444444444444,0.944444444444444,1,0
"386","normal(0.01)-Normal_956_9.56-72","normal(0.01)","Normal_956_9.56",72,957.63359,957.02191,0.0683494944365756,8.94929808979907,-0.17586,3.38034,0.0277777777777778,0,0.736111111111111,0.930555555555556,1,0
"387","normal(0.1)-Normal_956_95.6-72","normal(0.1)","Normal_956_95.6",72,985.99678,988.34928,0.0272555866755199,86.3125798026948,-0.02884,2.19336,0,0,0.555555555555556,0.972222222222222,1,0
"388","normal(0.3)-Normal_956_286.8-72","normal(0.3)","Normal_956_286.8",72,951.96214,966.2162,0.0458882305018577,310.625618902933,0.26868,2.28156,0,0,0.652777777777778,0.986111111111111,1,0
"389","normal(0.6)-Normal_956_573.6-72","normal(0.6)","Normal_956_573.6",72,903.32555,872.35222,0.0558515340332397,554.565430227332,-0.00527,3.06356,0.0138888888888889,0,0.694444444444444,0.944444444444444,1,0
"390","normal(1)-Normal_956_956-72","normal(1)","Normal_956_956",72,906.50944,865.97847,0.0439385546998733,922.446591082727,0.3131,3.07156,0.0138888888888889,0,0.722222222222222,0.930555555555556,1,0
"391","normal(0.01)-Normal_-597_5.97-72","normal(0.01)","Normal_-597_5.97",72,-595.66047,-595.34946,0.0518301233074159,6.0005645395698,-0.52762,3.48601,0.0138888888888889,0,0.75,0.944444444444444,1,0
"392","normal(0.1)-Normal_-597_59.7-72","normal(0.1)","Normal_-597_59.7",72,-598.13295,-596.84314,0.0217072557398649,59.4183813678204,-0.01088,3.14076,0.0277777777777778,0,0.708333333333333,0.958333333333333,1,0
"393","normal(0.3)-Normal_-597_179.1-72","normal(0.3)","Normal_-597_179.1",72,-608.68426,-596.59818,0.0643250893709317,187.890605643864,-0.12422,2.87905,0.0138888888888889,0,0.736111111111111,0.930555555555556,1,0
"394","normal(0.6)-Normal_-597_358.2-72","normal(0.6)","Normal_-597_358.2",72,-581.55473,-565.56411,0.0504269857043789,317.104418926459,-0.20984,2.41983,0,0,0.708333333333333,0.958333333333333,1,0
"395","normal(1)-Normal_-597_597-72","normal(1)","Normal_-597_597",72,-670.7292,-607.03317,0.0988824571539935,644.15905341838,-0.0491,2.33586,0,0,0.680555555555556,0.972222222222222,1,0
"396","normal(0.01)-Normal_-277_2.77-72","normal(0.01)","Normal_-277_2.77",72,-276.60506,-276.58327,0.00738180996615511,2.95185057592354,-0.12508,2.92608,0,0,0.638888888888889,0.972222222222222,1,0
"397","normal(0.1)-Normal_-277_27.7-72","normal(0.1)","Normal_-277_27.7",72,-274.06869,-276.88085,0.10453237041719,26.9022886286481,-0.04613,3.11477,0.0138888888888889,0,0.708333333333333,0.958333333333333,1,0
"398","normal(0.3)-Normal_-277_83.1-72","normal(0.3)","Normal_-277_83.1",72,-270.90149,-275.89728,0.0551420967283685,90.5984773232219,0.52039,2.96746,0.0138888888888889,0,0.666666666666667,0.972222222222222,1,0
"399","normal(0.6)-Normal_-277_166.2-72","normal(0.6)","Normal_-277_166.2",72,-281.36028,-281.86914,0.00296222053880742,171.783293422472,-0.21692,2.7962,0,0,0.708333333333333,0.944444444444444,1,0
"400","normal(1)-Normal_-277_277-72","normal(1)","Normal_-277_277",72,-215.45276,-187.90116,0.105776120920026,260.470886626962,0.06914,2.89696,0,0,0.694444444444444,0.958333333333333,1,0
"401","close_normal-tukey(0.1)-73","close_normal","tukey(0.1)",73,-0.19347,-0.07392,0.0768569337710861,1.5554875030023,-0.62543,3.22594,0.0136986301369863,0,0.684931506849315,0.958904109589041,1,1
"402","close_normal-tukey(0.2)-73","close_normal","tukey(0.2)",73,-0.03785,-0.05197,0.0100153869574656,1.40983069949931,0.16024,2.50896,0,0,0.63013698630137,0.958904109589041,1,1
"403","close_normal-tukey(5)-73","close_normal","tukey(5)",73,-0.00364,0.00567,0.102491453485461,0.0908368423257916,-0.18719,2.59616,0,0,0.643835616438356,0.958904109589041,1,1
"404","close_normal-t(10)-73","close_normal","t(10)",73,-0.02015,0.07024,0.104163964987194,0.867766506498797,-0.37234,3.40456,0.0273972602739726,0,0.698630136986301,0.931506849315068,1,1
"405","close_normal-laplace(0,10)-73","close_normal","laplace(0,10)",73,-0.23565,-0.09519,0.0117482250363495,11.955848612485,-0.52648,5.38234,0.0547945205479452,0.0136986301369863,0.767123287671233,0.945205479452055,0.972602739726027,1
"406","sym_long_tail-t(1)-73","sym_long_tail","t(1)",73,1.11604,0.04328,0.146282164645831,7.33349826068886,6.90028,54.55231,0.164383561643836,0.0547945205479452,0.958904109589041,0.986301369863014,0.986301369863014,1
"407","sym_long_tail-t(2)-73","sym_long_tail","t(2)",73,-0.04532,-0.03421,0.00545901425681081,2.03516596171898,0.99107,17.15987,0.0684931506849315,0.0273972602739726,0.89041095890411,0.958904109589041,0.972602739726027,1
"408","sym_long_tail-t(4)-73","sym_long_tail","t(4)",73,0.15418,0.1238,0.0237021467960556,1.28174043732848,0.34444,5.15863,0.0410958904109589,0,0.767123287671233,0.945205479452055,0.986301369863014,1
"409","sym_long_tail-t(7)-73","sym_long_tail","t(7)",73,0.05726,-0.08439,0.0947828779396847,1.49446823180595,0.50924,4.56917,0.0410958904109589,0,0.780821917808219,0.931506849315068,0.986301369863014,1
"410","sym_long_tail-tukey(10)-73","sym_long_tail","tukey(10)",73,0.00502,-1e-05,0.196670357986789,0.0255757911435637,1.53643,7.19778,0.287671232876712,0.205479452054795,0.808219178082192,0.917808219178082,0.972602739726027,1
"411","sym_short_tail-uniform(0,1)-73","sym_short_tail","uniform(0,1)",73,5.39457,5.2627,0.046256858862065,2.85082046736524,-0.11685,1.67735,0,0,0.520547945205479,1,1,1
"412","sym_short_tail-beta(1.3,1.3)-73","sym_short_tail","beta(1.3,1.3)",73,0.4906,0.47266,0.0698275313721503,0.256918720273635,0.05736,2.02382,0,0,0.616438356164384,1,1,1
"413","sym_short_tail-beta(1.5,1.5)-73","sym_short_tail","beta(1.5,1.5)",73,0.46628,0.45627,0.0411576881327666,0.243210939538433,0.16978,2.29094,0,0,0.657534246575342,1,1,1
"414","sym_short_tail-tukey(1.5)-73","sym_short_tail","tukey(1.5)",73,0.00382,-0.05252,0.146310518573425,0.385071425823196,0.10396,1.78279,0,0,0.561643835616438,1,1,1
"415","sym_short_tail-truncatednormal(2,2)-73","sym_short_tail","truncatednormal(2,2)",73,-2.16584,-2.38864,0.112283177389007,1.98426874961068,0.1013,2.67203,0,0,0.63013698630137,0.945205479452055,1,1
"416","asym_long_tail-Weibull(0.5,1)-73","asym_long_tail","Weibull(0.5,1)",73,2.20447,0.46859,0.310571016936263,5.5893174357485,3.69259,15.95552,0.10958904109589,0.0821917808219178,0.931506849315068,0.945205479452055,0.945205479452055,1
"417","asym_long_tail-Weibull(2,1)-73","asym_long_tail","Weibull(2,1)",73,0.91184,0.9184,0.014490547720966,0.452708905579084,0.60966,3.22822,0.0273972602739726,0,0.63013698630137,0.972602739726027,1,1
"418","asym_long_tail-lognormal(0,1)-73","asym_long_tail","lognormal(0,1)",73,1.38838,0.95748,0.277077335619048,1.55516148239725,4.21746,27.02911,0.0410958904109589,0.0136986301369863,0.904109589041096,0.972602739726027,0.986301369863014,1
"419","asym_long_tail-chisquared(4)-73","asym_long_tail","chisquared(4)",73,4.05501,3.35822,0.242742577920449,2.8704894129795,1.09911,4.41693,0.0136986301369863,0,0.767123287671233,0.958904109589041,0.986301369863014,1
"420","asym_long_tail-chisquared(10)-73","asym_long_tail","chisquared(10)",73,10.56028,10.44657,0.0249777355816559,4.55245430988995,1.10093,4.56096,0.0410958904109589,0,0.712328767123288,0.958904109589041,0.986301369863014,1
"421","asym_short_tail-beta(2,1)-73","asym_short_tail","beta(2,1)",73,0.61936,0.62431,0.0201095494555137,0.24615171070592,-0.26053,1.92474,0,0,0.602739726027397,0.986301369863014,1,1
"422","asym_short_tail-beta(3,2)-73","asym_short_tail","beta(3,2)",73,0.57942,0.56752,0.0592485036561003,0.200848954246539,-0.11109,2.44109,0,0,0.657534246575342,0.958904109589041,1,1
"423","asym_short_tail-lognormal(0,0.15)-73","asym_short_tail","lognormal(0,0.15)",73,0.98213,0.98913,0.0534669600571384,0.130921974851747,0.2299,2.77664,0.0273972602739726,0,0.657534246575342,0.972602739726027,1,1
"424","asym_short_tail-lognormal(0,0.25)-73","asym_short_tail","lognormal(0,0.25)",73,1.01038,0.994,0.0657258939664893,0.249216846078221,0.60637,3.88509,0.0273972602739726,0,0.712328767123288,0.945205479452055,0.986301369863014,1
"425","asym_short_tail-lognormal(0,0.35)-73","asym_short_tail","lognormal(0,0.35)",73,1.06352,1.00572,0.134455582023981,0.429881743323166,1.34694,5.06988,0.0547945205479452,0,0.767123287671233,0.945205479452055,0.972602739726027,1
"426","normal(0.01)-Normal_548_5.48-73","normal(0.01)","Normal_548_5.48",73,548.49884,549.10112,0.104059009196607,5.78786983126205,-0.16479,2.50312,0,0,0.657534246575342,0.945205479452055,1,0
"427","normal(0.1)-Normal_548_54.8-73","normal(0.1)","Normal_548_54.8",73,553.98919,558.51313,0.0993097071357461,45.5538550105306,-0.01932,2.31541,0,0,0.657534246575342,1,1,0
"428","normal(0.3)-Normal_548_164.4-73","normal(0.3)","Normal_548_164.4",73,570.13343,544.70086,0.160108431661132,158.84591296121,0.01224,3.47749,0.0136986301369863,0,0.726027397260274,0.917808219178082,1,0
"429","normal(0.6)-Normal_548_328.8-73","normal(0.6)","Normal_548_328.8",73,580.67527,546.61727,0.120653357434332,282.279753537208,0.31787,2.99188,0.0136986301369863,0,0.698630136986301,0.986301369863014,0.986301369863014,0
"430","normal(1)-Normal_548_548-73","normal(1)","Normal_548_548",73,587.43362,590.48435,0.00585813049692614,520.768528731257,0.49253,3.3933,0.0273972602739726,0,0.73972602739726,0.931506849315068,1,0
"431","normal(0.01)-Normal_-605_6.05-73","normal(0.01)","Normal_-605_6.05",73,-604.89229,-604.48436,0.0672848670140165,6.06273027061177,-0.15006,2.56063,0,0,0.698630136986301,0.945205479452055,1,0
"432","normal(0.1)-Normal_-605_60.5-73","normal(0.1)","Normal_-605_60.5",73,-617.8054,-612.63169,0.085065513335185,60.8202995215448,0.03986,2.22081,0,0,0.643835616438356,0.986301369863014,1,0
"433","normal(0.3)-Normal_-605_181.5-73","normal(0.3)","Normal_-605_181.5",73,-616.52173,-608.97072,0.0403697805071365,187.046099957496,0.09659,2.92515,0,0,0.698630136986301,0.931506849315068,1,0
"434","normal(0.6)-Normal_-605_363-73","normal(0.6)","Normal_-605_363",73,-601.68925,-615.66073,0.0351818350213598,397.121980462857,-0.10536,2.59303,0,0,0.643835616438356,0.972602739726027,1,0
"435","normal(1)-Normal_-605_605-73","normal(1)","Normal_-605_605",73,-540.87315,-579.36177,0.0675074500916279,570.138850567743,0.39327,2.74686,0,0,0.712328767123288,0.945205479452055,1,0
"436","normal(0.01)-Normal_956_9.56-73","normal(0.01)","Normal_956_9.56",73,958.2127,958.6011,0.0448552027563486,8.65897323237405,-0.35929,3.70214,0.0410958904109589,0,0.712328767123288,0.931506849315068,1,0
"437","normal(0.1)-Normal_956_95.6-73","normal(0.1)","Normal_956_95.6",73,980.33236,987.03492,0.0715521242569079,93.6738087039111,-0.07229,2.10749,0,0,0.575342465753425,0.972602739726027,1,0
"438","normal(0.3)-Normal_956_286.8-73","normal(0.3)","Normal_956_286.8",73,941.02858,909.45645,0.0992236053890575,318.191723392887,0.30512,2.30249,0,0,0.643835616438356,0.986301369863014,1,0
"439","normal(0.6)-Normal_956_573.6-73","normal(0.6)","Normal_956_573.6",73,917.31118,869.15829,0.0829281467949961,580.657977550581,0.1551,3.30162,0.0273972602739726,0,0.753424657534247,0.931506849315068,1,0
"440","normal(1)-Normal_956_956-73","normal(1)","Normal_956_956",73,946.6653,982.82944,0.0431227351745858,838.632796681069,0.0411,2.77696,0.0136986301369863,0,0.671232876712329,0.958904109589041,1,0
"441","normal(0.01)-Normal_-597_5.97-73","normal(0.01)","Normal_-597_5.97",73,-596.0975,-595.91535,0.0300443579125005,6.06270237262057,-0.30819,3.04468,0.0136986301369863,0,0.753424657534247,0.958904109589041,1,0
"442","normal(0.1)-Normal_-597_59.7-73","normal(0.1)","Normal_-597_59.7",73,-592.68194,-594.24242,0.0275716774230134,56.5972093775291,-0.12489,3.6139,0.0273972602739726,0,0.753424657534247,0.945205479452055,1,0
