"","sample_id","dist_family","dist","size","mean","median","mean_median","sd","skewness","kurtosis","outliers_minor","outliers_extream","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","alternative"
"1908","sym_long_tail-t(4)-338","sym_long_tail","t(4)",338,0,0.01933,-0.01933,1,-0.20224,4.40384,14,1,0.742603550295858,0.946745562130177,0.99112426035503,1
"1909","sym_long_tail-t(7)-338","sym_long_tail","t(7)",338,0,0.08453,-0.08453,1,-0.20057,3.26159,4,0,0.710059171597633,0.946745562130177,0.99112426035503,1
"1910","sym_long_tail-tukey(10)-338","sym_long_tail","tukey(10)",338,0,0.03742,-0.03742,1,0.05073,5.59534,98,71,0.789940828402367,0.893491124260355,0.982248520710059,1
"1911","sym_short_tail-uniform(0,1)-338","sym_short_tail","uniform(0,1)",338,0,-0.02868,0.02868,1,0.00309,1.91849,0,0,0.594674556213018,1,1,1
"1912","sym_short_tail-beta(1.3,1.3)-338","sym_short_tail","beta(1.3,1.3)",338,0,0.03505,-0.03505,1,-0.0612,1.98624,0,0,0.606508875739645,1,1,1
"1913","sym_short_tail-beta(1.5,1.5)-338","sym_short_tail","beta(1.5,1.5)",338,0,0.0321,-0.0321,1,0.00581,1.9676,0,0,0.624260355029586,1,1,1
"1914","sym_short_tail-tukey(1.5)-338","sym_short_tail","tukey(1.5)",338,0,0.06911,-0.06911,1,-0.07182,1.73399,0,0,0.591715976331361,1,1,1
"1915","sym_short_tail-truncatednormal(2,2)-338","sym_short_tail","truncatednormal(2,2)",338,0,-0.01393,0.01393,1,0.09712,2.68681,1,0,0.674556213017751,0.961538461538462,1,1
"1916","asym_long_tail-Weibull(0.5,1)-338","asym_long_tail","Weibull(0.5,1)",338,0,-0.4163,0.4163,1,3.2999,15.87216,42,28,0.896449704142012,0.937869822485207,0.970414201183432,1
"1917","asym_long_tail-Weibull(2,1)-338","asym_long_tail","Weibull(2,1)",338,0,-0.1154,0.1154,1,0.82497,3.99282,6,0,0.695266272189349,0.961538461538462,0.988165680473373,1
"1918","asym_long_tail-lognormal(0,1)-338","asym_long_tail","lognormal(0,1)",338,0,-0.34029,0.34029,1,3.77776,22.90229,30,9,0.890532544378698,0.967455621301775,0.982248520710059,1
"1919","asym_long_tail-chisquared(4)-338","asym_long_tail","chisquared(4)",338,0,-0.26125,0.26125,1,1.60769,6.4961,12,3,0.766272189349112,0.958579881656805,0.982248520710059,1
"1920","asym_long_tail-chisquared(10)-338","asym_long_tail","chisquared(10)",338,0,-0.16323,0.16323,1,0.94076,4.25902,10,1,0.718934911242604,0.952662721893491,0.99112426035503,1
"1921","asym_short_tail-beta(2,1)-338","asym_short_tail","beta(2,1)",338,0,0.16761,-0.16761,1,-0.54781,2.43356,0,0,0.656804733727811,0.958579881656805,1,1
"1922","asym_short_tail-beta(3,2)-338","asym_short_tail","beta(3,2)",338,0,0.09278,-0.09278,1,-0.25213,2.30144,0,0,0.630177514792899,0.973372781065089,1,1
"1923","asym_short_tail-lognormal(0,0.15)-338","asym_short_tail","lognormal(0,0.15)",338,0,-0.01751,0.01751,1,0.32579,2.89811,3,0,0.689349112426035,0.943786982248521,0.997041420118343,1
"1924","asym_short_tail-lognormal(0,0.25)-338","asym_short_tail","lognormal(0,0.25)",338,0,-0.11591,0.11591,1,0.68308,3.80119,7,0,0.724852071005917,0.961538461538462,0.988165680473373,1
"1925","asym_short_tail-lognormal(0,0.35)-338","asym_short_tail","lognormal(0,0.35)",338,0,-0.20107,0.20107,1,1.02685,4.46165,8,0,0.733727810650888,0.955621301775148,0.988165680473373,1
"1926","normal(0.01)-Normal_548_5.48-338","normal(0.01)","Normal_548_5.48",338,0,-0.00364,0.00364,1,0.05597,3.01705,3,0,0.686390532544379,0.949704142011834,0.997041420118343,0
"1927","normal(0.1)-Normal_548_54.8-338","normal(0.1)","Normal_548_54.8",338,0,0.0224,-0.0224,1,-0.00481,2.65111,0,0,0.665680473372781,0.961538461538462,1,0
"1928","normal(0.2)-Normal_548_109.6-338","normal(0.2)","Normal_548_109.6",338,0,-0.04709,0.04709,1,0.05801,2.6984,0,0,0.683431952662722,0.958579881656805,1,0
"1929","normal(0.4)-Normal_548_219.2-338","normal(0.4)","Normal_548_219.2",338,0,0.03081,-0.03081,1,-0.10253,2.96259,3,0,0.70414201183432,0.955621301775148,1,0
"1930","normal(0.6)-Normal_548_328.8-338","normal(0.6)","Normal_548_328.8",338,0,-0.02372,0.02372,1,0.00924,2.87077,2,0,0.671597633136095,0.964497041420118,0.997041420118343,0
"1931","normal(0.01)-Normal_-605_6.05-338","normal(0.01)","Normal_-605_6.05",338,0,-0.01656,0.01656,1,-0.03665,2.98375,3,0,0.71301775147929,0.955621301775148,1,0
"1932","normal(0.1)-Normal_-605_60.5-338","normal(0.1)","Normal_-605_60.5",338,0,-0.02188,0.02188,1,-0.12069,3.08512,3,0,0.677514792899408,0.952662721893491,0.997041420118343,0
"1933","normal(0.2)-Normal_-605_121-338","normal(0.2)","Normal_-605_121",338,0,-0.0221,0.0221,1,0.10181,2.76505,1,0,0.680473372781065,0.946745562130177,1,0
"1934","normal(0.4)-Normal_-605_242-338","normal(0.4)","Normal_-605_242",338,0,-0.11939,0.11939,1,0.31083,3.17327,4,0,0.710059171597633,0.943786982248521,0.994082840236686,0
"1935","normal(0.6)-Normal_-605_363-338","normal(0.6)","Normal_-605_363",338,0,-0.09369,0.09369,1,0.02544,2.90755,0,0,0.686390532544379,0.946745562130177,1,0
"1936","normal(0.01)-Normal_956_9.56-338","normal(0.01)","Normal_956_9.56",338,0,0.05898,-0.05898,1,-0.13499,3.00256,3,0,0.680473372781065,0.952662721893491,0.997041420118343,0
"1937","normal(0.1)-Normal_956_95.6-338","normal(0.1)","Normal_956_95.6",338,0,-0.01843,0.01843,1,-0.06021,3.55164,3,0,0.710059171597633,0.949704142011834,0.997041420118343,0
"1938","normal(0.2)-Normal_956_191.2-338","normal(0.2)","Normal_956_191.2",338,0,0.0459,-0.0459,1,-0.13182,2.72651,0,0,0.671597633136095,0.955621301775148,1,0
"1939","normal(0.4)-Normal_956_382.4-338","normal(0.4)","Normal_956_382.4",338,0,0.01134,-0.01134,1,-0.10935,3.02627,3,0,0.680473372781065,0.967455621301775,0.994082840236686,0
"1940","normal(0.6)-Normal_956_573.6-338","normal(0.6)","Normal_956_573.6",338,0,0.10439,-0.10439,1,-0.19909,2.30629,0,0,0.636094674556213,0.970414201183432,1,0
"1941","normal(0.01)-Normal_-597_5.97-338","normal(0.01)","Normal_-597_5.97",338,0,0.09204,-0.09204,1,-0.21763,3.0239,4,0,0.668639053254438,0.946745562130177,0.997041420118343,0
"1942","normal(0.1)-Normal_-597_59.7-338","normal(0.1)","Normal_-597_59.7",338,0,0.00735,-0.00735,1,0.16565,3.08187,6,0,0.686390532544379,0.955621301775148,0.997041420118343,0
"1943","normal(0.2)-Normal_-597_119.4-338","normal(0.2)","Normal_-597_119.4",338,0,-0.03634,0.03634,1,0.11751,2.71004,1,0,0.650887573964497,0.961538461538462,1,0
"1944","normal(0.4)-Normal_-597_238.8-338","normal(0.4)","Normal_-597_238.8",338,0,-0.02178,0.02178,1,0.06652,2.71264,1,0,0.656804733727811,0.961538461538462,1,0
"1945","normal(0.6)-Normal_-597_358.2-338","normal(0.6)","Normal_-597_358.2",338,0,-0.00671,0.00671,1,0.00345,3.19303,5,0,0.707100591715976,0.940828402366864,0.994082840236686,0
"1946","normal(0.01)-Normal_-277_2.77-338","normal(0.01)","Normal_-277_2.77",338,0,0.00158,-0.00158,1,-0.15626,2.85569,1,0,0.680473372781065,0.967455621301775,0.997041420118343,0
"1947","normal(0.1)-Normal_-277_27.7-338","normal(0.1)","Normal_-277_27.7",338,0,-0.02945,0.02945,1,-0.01327,2.6648,0,0,0.662721893491124,0.955621301775148,1,0
"1948","normal(0.2)-Normal_-277_55.4-338","normal(0.2)","Normal_-277_55.4",338,0,-0.0055,0.0055,1,-0.12229,3.06344,3,0,0.698224852071006,0.949704142011834,0.997041420118343,0
"1949","normal(0.4)-Normal_-277_110.8-338","normal(0.4)","Normal_-277_110.8",338,0,-0.0147,0.0147,1,0.01856,2.85227,3,0,0.680473372781065,0.946745562130177,1,0
"1950","normal(0.6)-Normal_-277_166.2-338","normal(0.6)","Normal_-277_166.2",338,0,-0.03617,0.03617,1,0.19205,2.84775,4,0,0.671597633136095,0.961538461538462,1,0
"1951","close_normal-tukey(0.1)-339","close_normal","tukey(0.1)",339,0,0.02002,-0.02002,1,-0.12719,3.27673,11,0,0.690265486725664,0.941002949852507,1,1
"1952","close_normal-tukey(0.2)-339","close_normal","tukey(0.2)",339,0,0.04067,-0.04067,1,-0.04863,2.67709,1,0,0.684365781710914,0.958702064896755,1,1
"1953","close_normal-tukey(5)-339","close_normal","tukey(5)",339,0,0.00359,-0.00359,1,0.08513,2.83474,0,0,0.707964601769911,0.949852507374631,1,1
"1954","close_normal-t(10)-339","close_normal","t(10)",339,0,0.01143,-0.01143,1,-0.15418,3.49508,2,0,0.696165191740413,0.946902654867257,0.997050147492625,1
"1955","close_normal-laplace(0,10)-339","close_normal","laplace(0,10)",339,0,-0.02974,0.02974,1,-0.29395,6.40111,19,3,0.755162241887906,0.943952802359882,0.988200589970501,1
"1956","sym_long_tail-t(1)-339","sym_long_tail","t(1)",339,0,0.07651,-0.07651,1,-2.66922,32.70334,52,20,0.867256637168142,0.96165191740413,0.979351032448378,1
"1957","sym_long_tail-t(2)-339","sym_long_tail","t(2)",339,0,0.00859,-0.00859,1,-0.15622,9.79893,30,12,0.823008849557522,0.946902654867257,0.973451327433628,1
"1958","sym_long_tail-t(4)-339","sym_long_tail","t(4)",339,0,0.01261,-0.01261,1,-0.33089,4.31339,13,1,0.71976401179941,0.949852507374631,0.991150442477876,1
"1959","sym_long_tail-t(7)-339","sym_long_tail","t(7)",339,0,0.07637,-0.07637,1,-0.28676,3.46458,9,0,0.716814159292035,0.943952802359882,0.991150442477876,1
"1960","sym_long_tail-tukey(10)-339","sym_long_tail","tukey(10)",339,0,0.04132,-0.04132,1,-0.16637,5.89658,102,67,0.787610619469027,0.914454277286136,0.973451327433628,1
"1961","sym_short_tail-uniform(0,1)-339","sym_short_tail","uniform(0,1)",339,0,0.03004,-0.03004,1,-0.10816,1.88225,0,0,0.572271386430678,1,1,1
"1962","sym_short_tail-beta(1.3,1.3)-339","sym_short_tail","beta(1.3,1.3)",339,0,-0.01022,0.01022,1,0.0424,1.84243,0,0,0.601769911504425,1,1,1
"1963","sym_short_tail-beta(1.5,1.5)-339","sym_short_tail","beta(1.5,1.5)",339,0,0.02757,-0.02757,1,0.01617,2.04082,0,0,0.625368731563422,0.994100294985251,1,1
"1964","sym_short_tail-tukey(1.5)-339","sym_short_tail","tukey(1.5)",339,0,0.00792,-0.00792,1,-0.10782,1.77435,0,0,0.575221238938053,1,1,1
"1965","sym_short_tail-truncatednormal(2,2)-339","sym_short_tail","truncatednormal(2,2)",339,0,0.00562,-0.00562,1,0.04505,2.77479,2,0,0.675516224188791,0.952802359882006,0.997050147492625,1
"1966","asym_long_tail-Weibull(0.5,1)-339","asym_long_tail","Weibull(0.5,1)",339,0,-0.30041,0.30041,1,5.85443,44.52099,34,19,0.943952802359882,0.970501474926254,0.976401179941003,1
"1967","asym_long_tail-Weibull(2,1)-339","asym_long_tail","Weibull(2,1)",339,0,-0.14739,0.14739,1,0.57108,2.91976,6,0,0.68141592920354,0.964601769911504,1,1
"1968","asym_long_tail-lognormal(0,1)-339","asym_long_tail","lognormal(0,1)",339,0,-0.31578,0.31578,1,2.26863,8.83657,30,13,0.890855457227139,0.943952802359882,0.970501474926254,1
"1969","asym_long_tail-chisquared(4)-339","asym_long_tail","chisquared(4)",339,0,-0.27075,0.27075,1,1.61914,6.29474,15,3,0.781710914454277,0.952802359882006,0.982300884955752,1
"1970","asym_long_tail-chisquared(10)-339","asym_long_tail","chisquared(10)",339,0,-0.20004,0.20004,1,0.95607,4.23773,8,0,0.696165191740413,0.96165191740413,0.991150442477876,1
"1971","asym_short_tail-beta(2,1)-339","asym_short_tail","beta(2,1)",339,0,0.26381,-0.26381,1,-0.7205,2.52199,0,0,0.640117994100295,0.96165191740413,1,1
"1972","asym_short_tail-beta(3,2)-339","asym_short_tail","beta(3,2)",339,0,0.00591,-0.00591,1,-0.22401,2.26633,0,0,0.619469026548673,0.979351032448378,1,1
"1973","asym_short_tail-lognormal(0,0.15)-339","asym_short_tail","lognormal(0,0.15)",339,0,-0.058,0.058,1,0.10452,2.55301,1,0,0.660766961651917,0.964601769911504,0.997050147492625,1
"1974","asym_short_tail-lognormal(0,0.25)-339","asym_short_tail","lognormal(0,0.25)",339,0,-0.15556,0.15556,1,0.892,4.64841,9,0,0.71976401179941,0.949852507374631,0.988200589970501,1
"1975","asym_short_tail-lognormal(0,0.35)-339","asym_short_tail","lognormal(0,0.35)",339,0,-0.18393,0.18393,1,1.09093,4.73688,11,1,0.740412979351032,0.949852507374631,0.991150442477876,1
"1976","normal(0.01)-Normal_548_5.48-339","normal(0.01)","Normal_548_5.48",339,0,-0.00478,0.00478,1,0.05252,3.02267,3,0,0.687315634218289,0.949852507374631,0.997050147492625,0
"1977","normal(0.1)-Normal_548_54.8-339","normal(0.1)","Normal_548_54.8",339,0,0.00115,-0.00115,1,0.00528,2.65184,0,0,0.666666666666667,0.96165191740413,1,0
"1978","normal(0.2)-Normal_548_109.6-339","normal(0.2)","Normal_548_109.6",339,0,-0.04719,0.04719,1,0.06829,2.71952,0,0,0.687315634218289,0.958702064896755,1,0
"1979","normal(0.4)-Normal_548_219.2-339","normal(0.4)","Normal_548_219.2",339,0,0.03986,-0.03986,1,-0.14995,2.95789,3,0,0.710914454277286,0.96165191740413,1,0
"1980","normal(0.6)-Normal_548_328.8-339","normal(0.6)","Normal_548_328.8",339,0,-0.02784,0.02784,1,0.03276,2.84971,2,0,0.663716814159292,0.964601769911504,0.997050147492625,0
"1981","normal(0.01)-Normal_-605_6.05-339","normal(0.01)","Normal_-605_6.05",339,0,-0.00957,0.00957,1,-0.02756,2.98128,3,0,0.713864306784661,0.955752212389381,1,0
"1982","normal(0.1)-Normal_-605_60.5-339","normal(0.1)","Normal_-605_60.5",339,0,-0.01078,0.01078,1,-0.13404,3.04825,2,0,0.68141592920354,0.952802359882006,0.997050147492625,0
"1983","normal(0.2)-Normal_-605_121-339","normal(0.2)","Normal_-605_121",339,0,-0.03253,0.03253,1,0.16288,2.97825,2,0,0.684365781710914,0.946902654867257,0.997050147492625,0
"1984","normal(0.4)-Normal_-605_242-339","normal(0.4)","Normal_-605_242",339,0,-0.11685,0.11685,1,0.30403,3.1676,3,0,0.705014749262537,0.941002949852507,0.994100294985251,0
"1985","normal(0.6)-Normal_-605_363-339","normal(0.6)","Normal_-605_363",339,0,-0.09812,0.09812,1,-0.01073,2.91314,1,0,0.678466076696165,0.946902654867257,1,0
"1986","normal(0.01)-Normal_956_9.56-339","normal(0.01)","Normal_956_9.56",339,0,0.0647,-0.0647,1,-0.11431,2.9742,3,0,0.690265486725664,0.952802359882006,0.997050147492625,0
"1987","normal(0.1)-Normal_956_95.6-339","normal(0.1)","Normal_956_95.6",339,0,-0.02236,0.02236,1,-0.04231,3.50373,3,0,0.702064896755162,0.949852507374631,0.997050147492625,0
"1988","normal(0.2)-Normal_956_191.2-339","normal(0.2)","Normal_956_191.2",339,0,0.02994,-0.02994,1,-0.11668,2.74823,1,0,0.678466076696165,0.949852507374631,1,0
"1989","normal(0.4)-Normal_956_382.4-339","normal(0.4)","Normal_956_382.4",339,0,0.02929,-0.02929,1,-0.13909,2.92556,3,0,0.675516224188791,0.973451327433628,0.994100294985251,0
"1990","normal(0.6)-Normal_956_573.6-339","normal(0.6)","Normal_956_573.6",339,0,0.08315,-0.08315,1,-0.20851,2.38173,0,0,0.646017699115044,0.967551622418879,1,0
"1991","normal(0.01)-Normal_-597_5.97-339","normal(0.01)","Normal_-597_5.97",339,0,0.10026,-0.10026,1,-0.19686,2.99605,3,0,0.666666666666667,0.952802359882006,0.997050147492625,0
"1992","normal(0.1)-Normal_-597_59.7-339","normal(0.1)","Normal_-597_59.7",339,0,-0.02014,0.02014,1,0.17167,3.08352,6,0,0.693215339233038,0.955752212389381,0.997050147492625,0
"1993","normal(0.2)-Normal_-597_119.4-339","normal(0.2)","Normal_-597_119.4",339,0,-0.0088,0.0088,1,0.05916,2.77851,2,0,0.651917404129793,0.958702064896755,1,0
"1994","normal(0.4)-Normal_-597_238.8-339","normal(0.4)","Normal_-597_238.8",339,0,-0.03792,0.03792,1,0.15154,2.66909,1,0,0.657817109144543,0.96165191740413,1,0
"1995","normal(0.6)-Normal_-597_358.2-339","normal(0.6)","Normal_-597_358.2",339,0,0.01635,-0.01635,1,-0.05422,3.15581,5,0,0.702064896755162,0.946902654867257,0.994100294985251,0
"1996","normal(0.01)-Normal_-277_2.77-339","normal(0.01)","Normal_-277_2.77",339,0,0.00624,-0.00624,1,-0.17413,2.87067,1,0,0.693215339233038,0.96165191740413,0.997050147492625,0
"1997","normal(0.1)-Normal_-277_27.7-339","normal(0.1)","Normal_-277_27.7",339,0,-0.01067,0.01067,1,-0.11944,2.90861,1,0,0.669616519174041,0.958702064896755,0.997050147492625,0
"1998","normal(0.2)-Normal_-277_55.4-339","normal(0.2)","Normal_-277_55.4",339,0,-0.02556,0.02556,1,-0.033,2.80954,2,0,0.672566371681416,0.955752212389381,0.997050147492625,0
"1999","normal(0.4)-Normal_-277_110.8-339","normal(0.4)","Normal_-277_110.8",339,0,-0.00896,0.00896,1,0.00096,2.92516,4,0,0.690265486725664,0.938053097345133,1,0
"2000","normal(0.6)-Normal_-277_166.2-339","normal(0.6)","Normal_-277_166.2",339,0,-0.03775,0.03775,1,0.20041,2.81961,3,0,0.672566371681416,0.964601769911504,1,0
"2001","close_normal-tukey(0.1)-360","close_normal","tukey(0.1)",360,0,0.00581,-0.00581,1,-0.00516,3.24953,11,0,0.697222222222222,0.936111111111111,1,1
"2002","close_normal-tukey(0.2)-360","close_normal","tukey(0.2)",360,0,0.06408,-0.06408,1,-0.01403,2.78375,1,0,0.688888888888889,0.955555555555556,1,1
"2003","close_normal-tukey(5)-360","close_normal","tukey(5)",360,0,0.05304,-0.05304,1,0.07372,2.71017,0,0,0.680555555555556,0.961111111111111,1,1
"2004","close_normal-t(10)-360","close_normal","t(10)",360,0,0.00359,-0.00359,1,0.14968,3.09805,3,0,0.688888888888889,0.947222222222222,0.997222222222222,1
"2005","close_normal-laplace(0,10)-360","close_normal","laplace(0,10)",360,0,-0.01612,0.01612,1,-0.37537,6.1203,17,2,0.736111111111111,0.944444444444444,0.986111111111111,1
"2006","sym_long_tail-t(1)-360","sym_long_tail","t(1)",360,0,0.04181,-0.04181,1,-1.59716,34.35286,55,20,0.883333333333333,0.966666666666667,0.977777777777778,1
"2007","sym_long_tail-t(2)-360","sym_long_tail","t(2)",360,0,0.05471,-0.05471,1,-0.5011,8.88433,28,9,0.811111111111111,0.936111111111111,0.975,1
"2008","sym_long_tail-t(4)-360","sym_long_tail","t(4)",360,0,0.02752,-0.02752,1,-0.17609,4.71052,17,2,0.738888888888889,0.944444444444444,0.986111111111111,1
"2009","sym_long_tail-t(7)-360","sym_long_tail","t(7)",360,0,0.01963,-0.01963,1,-0.22669,4.23261,18,0,0.744444444444444,0.938888888888889,0.988888888888889,1
"2010","sym_long_tail-tukey(10)-360","sym_long_tail","tukey(10)",360,0,0.05524,-0.05524,1,-0.15453,5.98025,86,53,0.802777777777778,0.902777777777778,0.980555555555556,1
"2011","sym_short_tail-uniform(0,1)-360","sym_short_tail","uniform(0,1)",360,0,-0.06908,0.06908,1,0.02415,1.79656,0,0,0.594444444444444,1,1,1
"2012","sym_short_tail-beta(1.3,1.3)-360","sym_short_tail","beta(1.3,1.3)",360,0,0.06128,-0.06128,1,-0.04617,1.99027,0,0,0.616666666666667,1,1,1
"2013","sym_short_tail-beta(1.5,1.5)-360","sym_short_tail","beta(1.5,1.5)",360,0,0.01591,-0.01591,1,0.03925,2.0531,0,0,0.616666666666667,0.997222222222222,1,1
"2014","sym_short_tail-tukey(1.5)-360","sym_short_tail","tukey(1.5)",360,0,0.04225,-0.04225,1,-0.02678,1.75863,0,0,0.577777777777778,1,1,1
"2015","sym_short_tail-truncatednormal(2,2)-360","sym_short_tail","truncatednormal(2,2)",360,0,-0.05875,0.05875,1,0.01409,3.04092,4,0,0.680555555555556,0.952777777777778,0.997222222222222,1
"2016","asym_long_tail-Weibull(0.5,1)-360","asym_long_tail","Weibull(0.5,1)",360,0,-0.30598,0.30598,1,6.36112,58.27399,39,25,0.933333333333333,0.963888888888889,0.975,1
"2017","asym_long_tail-Weibull(2,1)-360","asym_long_tail","Weibull(2,1)",360,0,-0.11586,0.11586,1,0.64856,3.22061,6,0,0.675,0.969444444444444,0.988888888888889,1
"2018","asym_long_tail-lognormal(0,1)-360","asym_long_tail","lognormal(0,1)",360,0,-0.3421,0.3421,1,2.4666,11.14294,31,9,0.863888888888889,0.955555555555556,0.983333333333333,1
"2019","asym_long_tail-chisquared(4)-360","asym_long_tail","chisquared(4)",360,0,-0.2765,0.2765,1,1.82937,8.16146,19,5,0.780555555555556,0.952777777777778,0.986111111111111,1
"2020","asym_long_tail-chisquared(10)-360","asym_long_tail","chisquared(10)",360,0,-0.08209,0.08209,1,0.59976,3.17051,4,0,0.658333333333333,0.966666666666667,0.991666666666667,1
"2021","asym_short_tail-beta(2,1)-360","asym_short_tail","beta(2,1)",360,0,0.24266,-0.24266,1,-0.62575,2.3883,0,0,0.647222222222222,0.963888888888889,1,1
"2022","asym_short_tail-beta(3,2)-360","asym_short_tail","beta(3,2)",360,0,0.10663,-0.10663,1,-0.24912,2.31405,0,0,0.636111111111111,0.977777777777778,1,1
"2023","asym_short_tail-lognormal(0,0.15)-360","asym_short_tail","lognormal(0,0.15)",360,0,-0.0503,0.0503,1,0.44061,3.49929,9,0,0.716666666666667,0.95,0.994444444444444,1
"2024","asym_short_tail-lognormal(0,0.25)-360","asym_short_tail","lognormal(0,0.25)",360,0,-0.04799,0.04799,1,0.41275,2.86054,1,0,0.680555555555556,0.961111111111111,0.997222222222222,1
"2025","asym_short_tail-lognormal(0,0.35)-360","asym_short_tail","lognormal(0,0.35)",360,0,-0.14549,0.14549,1,0.64509,3.20472,3,0,0.688888888888889,0.955555555555556,0.994444444444444,1
"2026","normal(0.01)-Normal_548_5.48-360","normal(0.01)","Normal_548_5.48",360,0,-0.00455,0.00455,1,0.05569,2.99573,3,0,0.683333333333333,0.952777777777778,0.997222222222222,0
"2027","normal(0.1)-Normal_548_54.8-360","normal(0.1)","Normal_548_54.8",360,0,-0.01003,0.01003,1,0.05395,2.67339,0,0,0.672222222222222,0.955555555555556,1,0
"2028","normal(0.2)-Normal_548_109.6-360","normal(0.2)","Normal_548_109.6",360,0,-0.02934,0.02934,1,0.06257,2.73072,0,0,0.691666666666667,0.958333333333333,1,0
"2029","normal(0.4)-Normal_548_219.2-360","normal(0.4)","Normal_548_219.2",360,0,0.05331,-0.05331,1,-0.19175,2.82907,3,0,0.7,0.95,1,0
"2030","normal(0.6)-Normal_548_328.8-360","normal(0.6)","Normal_548_328.8",360,0,-0.07961,0.07961,1,0.0424,2.97849,2,0,0.694444444444444,0.958333333333333,0.994444444444444,0
"2031","normal(0.01)-Normal_-605_6.05-360","normal(0.01)","Normal_-605_6.05",360,0,-0.01684,0.01684,1,-0.00151,3.00024,1,0,0.702777777777778,0.955555555555556,1,0
"2032","normal(0.1)-Normal_-605_60.5-360","normal(0.1)","Normal_-605_60.5",360,0,-0.06944,0.06944,1,-0.04459,2.79343,1,0,0.669444444444444,0.958333333333333,0.997222222222222,0
"2033","normal(0.2)-Normal_-605_121-360","normal(0.2)","Normal_-605_121",360,0,-0.08131,0.08131,1,0.25192,3.30051,4,0,0.705555555555556,0.95,0.991666666666667,0
"2034","normal(0.4)-Normal_-605_242-360","normal(0.4)","Normal_-605_242",360,0,-0.08007,0.08007,1,0.18928,2.92324,1,0,0.705555555555556,0.95,1,0
"2035","normal(0.6)-Normal_-605_363-360","normal(0.6)","Normal_-605_363",360,0,-0.02043,0.02043,1,-0.21396,3.17075,3,0,0.680555555555556,0.95,0.997222222222222,0
"2036","normal(0.01)-Normal_956_9.56-360","normal(0.01)","Normal_956_9.56",360,0,-0.00068,0.00068,1,0.08792,2.90467,2,0,0.702777777777778,0.95,1,0
"2037","normal(0.1)-Normal_956_95.6-360","normal(0.1)","Normal_956_95.6",360,0,0.03013,-0.03013,1,-0.22229,3.09133,1,0,0.694444444444444,0.947222222222222,0.997222222222222,0
"2038","normal(0.2)-Normal_956_191.2-360","normal(0.2)","Normal_956_191.2",360,0,0.00375,-0.00375,1,-0.13237,2.91311,2,0,0.683333333333333,0.972222222222222,0.997222222222222,0
"2039","normal(0.4)-Normal_956_382.4-360","normal(0.4)","Normal_956_382.4",360,0,0.06409,-0.06409,1,-0.11316,2.42292,0,0,0.647222222222222,0.969444444444444,1,0
"2040","normal(0.6)-Normal_956_573.6-360","normal(0.6)","Normal_956_573.6",360,0,0.10208,-0.10208,1,-0.23901,2.97998,3,0,0.663888888888889,0.95,0.997222222222222,0
"2041","normal(0.01)-Normal_-597_5.97-360","normal(0.01)","Normal_-597_5.97",360,0,-0.01523,0.01523,1,0.1774,3.06286,6,0,0.691666666666667,0.952777777777778,0.997222222222222,0
"2042","normal(0.1)-Normal_-597_59.7-360","normal(0.1)","Normal_-597_59.7",360,0,-0.00671,0.00671,1,0.11538,2.89818,2,0,0.658333333333333,0.958333333333333,0.997222222222222,0
"2043","normal(0.2)-Normal_-597_119.4-360","normal(0.2)","Normal_-597_119.4",360,0,-0.03122,0.03122,1,0.07602,2.61511,0,0,0.65,0.955555555555556,1,0
"2044","normal(0.4)-Normal_-597_238.8-360","normal(0.4)","Normal_-597_238.8",360,0,0.02051,-0.02051,1,-0.01437,3.16049,5,0,0.708333333333333,0.947222222222222,0.994444444444444,0
"2045","normal(0.6)-Normal_-597_358.2-360","normal(0.6)","Normal_-597_358.2",360,0,-0.04756,0.04756,1,-0.10434,2.73968,1,0,0.669444444444444,0.958333333333333,0.997222222222222,0
"2046","normal(0.01)-Normal_-277_2.77-360","normal(0.01)","Normal_-277_2.77",360,0,-0.00789,0.00789,1,-0.10009,2.92717,1,0,0.686111111111111,0.955555555555556,0.997222222222222,0
"2047","normal(0.1)-Normal_-277_27.7-360","normal(0.1)","Normal_-277_27.7",360,0,-0.0219,0.0219,1,-0.05576,2.94306,3,0,0.675,0.952777777777778,0.997222222222222,0
"2048","normal(0.2)-Normal_-277_55.4-360","normal(0.2)","Normal_-277_55.4",360,0,-0.0283,0.0283,1,0.0713,2.97992,6,0,0.691666666666667,0.955555555555556,1,0
"2049","normal(0.4)-Normal_-277_110.8-360","normal(0.4)","Normal_-277_110.8",360,0,-0.00983,0.00983,1,0.13972,2.9093,3,0,0.677777777777778,0.955555555555556,1,0
"2050","normal(0.6)-Normal_-277_166.2-360","normal(0.6)","Normal_-277_166.2",360,0,0.04952,-0.04952,1,-0.12322,2.78197,0,0,0.675,0.958333333333333,1,0
"2051","close_normal-tukey(0.1)-376","close_normal","tukey(0.1)",376,0,-0.0309,0.0309,1,0.00941,2.79083,1,0,0.680851063829787,0.944148936170213,0.997340425531915,1
"2052","close_normal-tukey(0.2)-376","close_normal","tukey(0.2)",376,0,-0.01123,0.01123,1,-0.03042,3.00397,6,0,0.696808510638298,0.933510638297872,1,1
"2053","close_normal-tukey(5)-376","close_normal","tukey(5)",376,0,0.07238,-0.07238,1,-0.15651,2.96196,19,0,0.704787234042553,0.936170212765957,1,1
